id,begin_line,end_line,primitive,texture,format,palette,geometry_events,vp_complete
31,116968,116970,6,0x27cfd80,0x6740b29,0x27d2800,1,False
32,117064,117066,6,0x27cfd80,0x6740b29,0x27d2800,1,False
33,117174,117175,6,0x16dde00,0x6640b29,0x16e0380,0,False
34,117332,117336,6,0x2507400,0x8860b29,0x251d980,3,False
35,117732,117737,6,0x248e580,0x8960b29,0x24b9000,4,False
36,117973,117976,6,0x24b9980,0x8960b29,0x24e4400,2,False
37,118114,118117,6,0x24e4d80,0x7750b29,0x24ea2c0,2,False
38,118198,118201,6,0x24eac80,0x6640b29,0x24ec1c0,2,False
39,118353,118355,6,0x278df80,0x7850b29,0x2799200,1,False
40,118524,118527,6,0x16c7200,0x7750b29,0x16cd780,2,False
41,118616,118619,6,0x254e600,0x8860b29,0x2563b40,2,False
42,118691,118695,6,0x254e600,0x8860b29,0x2563b40,3,False
43,118766,118768,6,0x170de00,0x6610b29,0x170ee00,1,False
44,118859,118860,6,0x2567580,0x6640b29,0x2568ac0,0,False
45,118883,118885,6,0x2565b00,0x6640b29,0x2567040,1,False
46,118895,118897,6,0x257e780,0x6640b29,0x257fcc0,1,False
47,118907,118909,6,0x257cd00,0x6640b29,0x257e240,1,False
48,118949,118950,6,0x173a700,0x5830b29,0x173d100,0,False
49,119049,119051,6,0x27cfd80,0x6740b29,0x27d2800,1,False
50,119085,119087,6,0x27cfd80,0x6740b29,0x27d2800,1,False
51,119181,119183,6,0x16e0c80,0x6740b29,0x16e3700,1,False
52,119277,119279,6,0x16e0c80,0x6740b29,0x16e3700,1,False
53,119386,119388,6,0x1312300,0x8860c29,0x16e3700,1,False
54,119398,119399,6,0x16dde00,0x6640b29,0x16dff80,0,False
55,119556,119560,6,0x27a1d80,0x8860b29,0x27b8300,3,False
56,119956,119961,6,0x2728f00,0x8960b29,0x2753980,4,False
57,120197,120200,6,0x2754300,0x8960b29,0x277ed80,2,False
58,120338,120341,6,0x277f700,0x7750b29,0x2784c40,2,False
59,120422,120425,6,0x2785600,0x6640b29,0x2786b40,2,False
60,120577,120579,6,0x16d9880,0x6740b29,0x16dcf00,1,False
61,120748,120751,6,0x16c0180,0x7750b29,0x16c6300,2,False
62,120840,120843,6,0x27d3500,0x8860b29,0x27e8a40,2,False
63,120915,120919,6,0x27d3500,0x8860b29,0x27e8a40,3,False
64,120987,120988,6,0x27d3500,0x8860b29,0x27e8a40,0,False
65,121005,121007,6,0x16fcd00,0x6610b29,0x16fdd00,1,False
66,121098,121099,6,0x280d880,0x6640b29,0x280edc0,0,False
67,121122,121124,6,0x2808900,0x6640b29,0x2809e40,1,False
68,121159,121160,6,0x2824a80,0x6640b29,0x2825fc0,0,False
69,121170,121171,6,0x281fb00,0x6640b29,0x2821040,0,False
70,121186,121187,6,0x173d600,0x5830b29,0x1740000,0,False
71,121247,121249,6,0x12e7100,0x8860c29,0x1740000,1,False
72,121259,121260,6,0x16dde00,0x6640b29,0x16df340,0,False
73,121417,121421,6,0x27a1d80,0x8860b29,0x27b8300,3,False
74,121817,121822,6,0x2728f00,0x8960b29,0x2753980,4,False
75,122058,122061,6,0x2754300,0x8960b29,0x277ed80,2,False
76,122199,122202,6,0x277f700,0x7750b29,0x2784c40,2,False
77,122283,122286,6,0x2785600,0x6640b29,0x2786b40,2,False
78,122438,122440,6,0x278df80,0x7850b29,0x2798e00,1,False
79,122609,122612,6,0x16ce280,0x7750b29,0x16d37c0,2,False
80,122701,122704,6,0x27d3500,0x8860b29,0x27e8a40,2,False
81,122776,122780,6,0x27d3500,0x8860b29,0x27e8a40,3,False
82,122848,122849,6,0x27d3500,0x8860b29,0x27e8a40,0,False
83,122866,122868,6,0x16fcd00,0x6610b29,0x16fdd00,1,False
84,122959,122960,6,0x280d880,0x6640b29,0x280edc0,0,False
85,122983,122985,6,0x2806e80,0x6640b29,0x28083c0,1,False
86,123020,123021,6,0x2824a80,0x6640b29,0x2825fc0,0,False
87,123031,123032,6,0x281e080,0x6640b29,0x281f5c0,0,False
88,123047,123048,6,0x1740500,0x5830b29,0x1742f00,0,False
89,123207,123209,6,0x27cfd80,0x6740b29,0x27d2800,1,False
90,123303,123305,6,0x27cfd80,0x6740b29,0x27d2800,1,False
91,123400,123401,6,0x16e3c00,0x6740b29,0x16e6680,0,False
92,123496,123498,6,0x16e3c00,0x6740b29,0x16e6680,1,False
93,123605,123607,6,0x131cf80,0x8860c29,0x16e6680,1,False
94,123617,123618,6,0x16dde00,0x6640b29,0x16e0380,0,False
95,123775,123782,6,0x16f0980,0x7750b29,0x16f5ec0,6,False
96,124152,124157,6,0x2728f00,0x8960b29,0x2753980,4,False
97,124393,124396,6,0x2754300,0x8960b29,0x277ed80,2,False
98,124534,124537,6,0x277f700,0x7750b29,0x2784c40,2,False
99,124618,124621,6,0x2785600,0x6640b29,0x2786b40,2,False
100,124773,124775,6,0x278df80,0x7850b29,0x2799200,1,False
101,124944,124947,6,0x16ce280,0x7750b29,0x16d4800,2,False
102,125036,125039,6,0x27d3500,0x8860b29,0x27e8a40,2,False
103,125111,125115,6,0x27d3500,0x8860b29,0x27e8a40,3,False
104,125183,125184,6,0x27d3500,0x8860b29,0x27e8a40,0,False
105,125201,125203,6,0x16fa300,0x6610b29,0x16fb300,1,False
106,125294,125295,6,0x280d880,0x6640b29,0x280edc0,0,False
107,125318,125320,6,0x280a380,0x6640b29,0x280b8c0,1,False
108,125355,125356,6,0x2824a80,0x6640b29,0x2825fc0,0,False
109,125366,125367,6,0x2821580,0x6640b29,0x2822ac0,0,False
110,125382,125383,6,0x1743400,0x5830b29,0x1745e00,0,False
111,125544,125546,6,0x27cfd80,0x6740b29,0x27d2800,1,False
112,125640,125642,6,0x27cfd80,0x6740b29,0x27d2800,1,False
113,125749,125751,6,0x12bbf00,0x8860c29,0x27d2800,1,False
114,125761,125762,6,0x16dde00,0x6640b29,0x16e0380,0,False
115,126163,126168,6,0x2728f00,0x8960b29,0x2753980,4,False
116,126250,126253,6,0x277f700,0x7750b29,0x2784c40,2,False
117,126410,126414,6,0x27a1d80,0x8860b29,0x27b72c0,3,False
118,126655,126658,6,0x2754300,0x8960b29,0x277ed80,2,False
119,126739,126742,6,0x2785600,0x6640b29,0x2786b40,2,False
120,126894,126896,6,0x16d9880,0x6740b29,0x16dd300,1,False
121,127065,127068,6,0x16c7200,0x7750b29,0x16cd780,2,False
122,127157,127160,6,0x27d3500,0x8860b29,0x27e8a40,2,False
123,127232,127236,6,0x27d3500,0x8860b29,0x27e8a40,3,False
124,127304,127305,6,0x27d3500,0x8860b29,0x27e8a40,0,False
125,127322,127324,6,0x16fcd00,0x6610b29,0x16fdd00,1,False
126,127415,127416,6,0x280d880,0x6640b29,0x280edc0,0,False
127,127439,127441,6,0x2800480,0x6640b29,0x28019c0,1,False
128,127476,127477,6,0x2824a80,0x6640b29,0x2825fc0,0,False
129,127487,127488,6,0x2817680,0x6640b29,0x2818bc0,0,False
130,127503,127504,6,0x1746300,0x5830b29,0x1748d00,0,False
131,127655,127657,6,0x16e3c00,0x6740b29,0x16e6680,1,False
132,127728,127730,6,0x16e3c00,0x6740b29,0x16e6680,1,False
133,127837,127839,6,0x1327c00,0x8860c29,0x16e6680,1,False
134,127849,127850,6,0x16dde00,0x6640b29,0x16dfb80,0,False
135,128007,128011,6,0x27a1d80,0x8860b29,0x27b8300,3,False
136,128407,128412,6,0x2728f00,0x8960b29,0x2753980,4,False
137,128648,128651,6,0x2754300,0x8960b29,0x277ed80,2,False
138,128789,128792,6,0x277f700,0x7750b29,0x2784c40,2,False
139,128873,128876,6,0x2785600,0x6640b29,0x2786b40,2,False
140,129028,129030,6,0x278df80,0x7850b29,0x2799200,1,False
141,129199,129202,6,0x16c0180,0x7750b29,0x16c5f00,2,False
142,129291,129294,6,0x27d3500,0x8860b29,0x27e8a40,2,False
143,129366,129370,6,0x27d3500,0x8860b29,0x27e8a40,3,False
144,129438,129439,6,0x27d3500,0x8860b29,0x27e8a40,0,False
145,129456,129458,6,0x1702100,0x6610b29,0x1703100,1,False
146,129549,129550,6,0x280d880,0x6640b29,0x280edc0,0,False
147,129573,129575,6,0x280be00,0x6640b29,0x280d340,1,False
148,129610,129611,6,0x2824a80,0x6640b29,0x2825fc0,0,False
149,129621,129622,6,0x2823000,0x6640b29,0x2824540,0,False
150,129637,129638,6,0x1749200,0x5830b29,0x174bc00,0,False
151,129761,129763,6,0x16eda00,0x6740b29,0x16f0480,1,False
152,129857,129859,6,0x16e0c80,0x6740b29,0x16e3700,1,False
153,129966,129968,6,0x1332880,0x8860c29,0x16e3700,1,False
154,129978,129979,6,0x16dde00,0x6640b29,0x16df340,0,False
155,130136,130140,6,0x27a1d80,0x8860b29,0x27b8300,3,False
156,130536,130541,6,0x2728f00,0x8960b29,0x2753980,4,False
157,130777,130780,6,0x2754300,0x8960b29,0x277ed80,2,False
158,130918,130921,6,0x277f700,0x7750b29,0x2784c40,2,False
159,131002,131005,6,0x2785600,0x6640b29,0x2786b40,2,False
160,131157,131159,6,0x278df80,0x7850b29,0x279a200,1,False
161,131328,131331,6,0x16c0180,0x7750b29,0x16c56c0,2,False
162,131420,131423,6,0x27d3500,0x8860b29,0x27e8a40,2,False
163,131495,131499,6,0x27d3500,0x8860b29,0x27e8a40,3,False
164,131567,131568,6,0x27d3500,0x8860b29,0x27e8a40,0,False
165,131585,131587,6,0x16fcd00,0x6610b29,0x16fdd00,1,False
166,131678,131679,6,0x2806e80,0x6640b29,0x28083c0,0,False
167,131702,131704,6,0x27fea00,0x6640b29,0x27fff40,1,False
168,131739,131740,6,0x281e080,0x6640b29,0x281f5c0,0,False
169,131750,131751,6,0x2815c00,0x6640b29,0x2817140,0,False
170,131766,131767,6,0x174c100,0x5830b29,0x174eb00,0,False
171,131890,131892,6,0x27cfd80,0x6740b29,0x27d2c00,1,False
172,131950,131951,6,0x27cfd80,0x6740b29,0x27d2c00,0,False
173,132058,132060,6,0x12f1d80,0x8860c29,0x27d2c00,1,False
174,132070,132071,6,0x16dde00,0x6640b29,0x16e0380,0,False
175,132228,132232,6,0x27a1d80,0x8860b29,0x27b8300,3,False
176,132628,132633,6,0x2728f00,0x8960b29,0x2753980,4,False
177,132869,132872,6,0x2754300,0x8960b29,0x277ed80,2,False
178,133010,133013,6,0x277f700,0x7750b29,0x2784c40,2,False
179,133094,133097,6,0x2785600,0x6640b29,0x2786b40,2,False
180,133249,133251,6,0x278df80,0x7850b29,0x279a200,1,False
181,133420,133423,6,0x16c0180,0x7750b29,0x16c6700,2,False
182,133512,133515,6,0x27d3500,0x8860b29,0x27e8a40,2,False
183,133587,133591,6,0x27d3500,0x8860b29,0x27e8a40,3,False
184,133659,133660,6,0x27d3500,0x8860b29,0x27e8a40,0,False
185,133677,133679,6,0x16f7900,0x6610b29,0x16f8900,1,False
186,133770,133771,6,0x2801f00,0x6640b29,0x2803440,0,False
187,133794,133796,6,0x2803980,0x6640b29,0x2804ec0,1,False
188,133831,133832,6,0x2819100,0x6640b29,0x281a640,0,False
189,133842,133843,6,0x281ab80,0x6640b29,0x281c0c0,0,False
190,133858,133859,6,0x174f000,0x5830b29,0x1751a00,0,False
191,133982,133984,6,0x27cfd80,0x6740b29,0x27d2c00,1,False
192,134042,134043,6,0x27cfd80,0x6740b29,0x27d2c00,0,False
193,134150,134152,6,0x1348180,0x8860c29,0x27d2c00,1,False
194,134162,134163,6,0x16dde00,0x6640b29,0x16e0380,0,False
195,134320,134324,6,0x27a1d80,0x8860b29,0x27b8300,3,False
196,134720,134725,6,0x2728f00,0x8960b29,0x2753980,4,False
197,134961,134964,6,0x2754300,0x8960b29,0x277ed80,2,False
198,135102,135105,6,0x277f700,0x7750b29,0x2784c40,2,False
199,135186,135189,6,0x2785600,0x6640b29,0x2786b40,2,False
200,135341,135343,6,0x278df80,0x7850b29,0x279a200,1,False
201,135512,135515,6,0x16c0180,0x7750b29,0x16c6700,2,False
202,135604,135607,6,0x27d3500,0x8860b29,0x27e8a40,2,False
203,135679,135683,6,0x27d3500,0x8860b29,0x27e8a40,3,False
204,135751,135752,6,0x27d3500,0x8860b29,0x27e8a40,0,False
205,135769,135771,6,0x16f7900,0x6610b29,0x16f8900,1,False
206,135862,135863,6,0x2803980,0x6640b29,0x2804ec0,0,False
207,135886,135888,6,0x280be00,0x6640b29,0x280d340,1,False
208,135923,135924,6,0x281ab80,0x6640b29,0x281c0c0,0,False
209,135934,135935,6,0x2823000,0x6640b29,0x2824540,0,False
210,135950,135951,6,0x1751f00,0x5830b29,0x1754900,0,False
211,136111,136113,6,0x2787980,0x6740b29,0x278a400,1,False
212,136208,136210,6,0x2787980,0x6740b29,0x278a400,1,False
213,136317,136319,6,0x1352e00,0x8860c29,0x278a400,1,False
214,136329,136330,6,0x16dde00,0x6640b29,0x16dfb80,0,False
215,136487,136491,6,0x27a1d80,0x8860b29,0x27b8300,3,False
216,136861,136866,6,0x2728f00,0x8960b29,0x2753980,4,False
217,137102,137105,6,0x2754300,0x8960b29,0x277ed80,2,False
218,137243,137246,6,0x277f700,0x7750b29,0x2784c40,2,False
219,137327,137330,6,0x2785600,0x6640b29,0x2786b40,2,False
220,137482,137484,6,0x278df80,0x7850b29,0x279a200,1,False
221,137653,137656,6,0x16c7200,0x7750b29,0x16ccf80,2,False
222,137745,137748,6,0x27d3500,0x8860b29,0x27e8a40,2,False
223,137820,137824,6,0x27d3500,0x8860b29,0x27e8a40,3,False
224,137892,137893,6,0x27d3500,0x8860b29,0x27e8a40,0,False
225,137910,137912,6,0x16fe200,0x6610b29,0x16ff200,1,False
226,138003,138004,6,0x2803980,0x6640b29,0x2804ec0,0,False
227,138027,138029,6,0x2803980,0x6640b29,0x2804ec0,1,False
228,138064,138065,6,0x281ab80,0x6640b29,0x281c0c0,0,False
229,138075,138076,6,0x281ab80,0x6640b29,0x281c0c0,0,False
230,138091,138092,6,0x1754e00,0x5830b29,0x1757800,0,False
231,138191,138193,6,0x27cfd80,0x6740b29,0x27d2800,1,False
232,138227,138229,6,0x27cfd80,0x6740b29,0x27d2800,1,False
233,138323,138325,6,0x27cfd80,0x6740b29,0x27d2800,1,False
234,138419,138421,6,0x27cfd80,0x6740b29,0x27d2800,1,False
235,138528,138530,6,0x135da80,0x8860c29,0x27d2800,1,False
236,138540,138541,6,0x16dde00,0x6640b29,0x16dff80,0,False
237,138698,138702,6,0x27a1d80,0x8860b29,0x27b8300,3,False
238,139098,139103,6,0x2728f00,0x8960b29,0x2753980,4,False
239,139339,139342,6,0x2754300,0x8960b29,0x277ed80,2,False
240,139480,139483,6,0x277f700,0x7750b29,0x2784c40,2,False
241,139564,139567,6,0x2785600,0x6640b29,0x2786b40,2,False
242,139719,139721,6,0x278df80,0x7850b29,0x279a200,1,False
243,139890,139893,6,0x16c0180,0x7750b29,0x16c6300,2,False
244,139982,139985,6,0x27d3500,0x8860b29,0x27e8a40,2,False
245,140057,140061,6,0x27d3500,0x8860b29,0x27e8a40,3,False
246,140129,140130,6,0x27d3500,0x8860b29,0x27e8a40,0,False
247,140147,140149,6,0x16fb800,0x6610b29,0x16fc800,1,False
248,140240,140241,6,0x2801f00,0x6640b29,0x2803440,0,False
249,140264,140266,6,0x2805400,0x6640b29,0x2806940,1,False
250,140301,140302,6,0x2819100,0x6640b29,0x281a640,0,False
251,140312,140313,6,0x281c600,0x6640b29,0x281db40,0,False
252,140328,140329,6,0x1757d00,0x5830b29,0x175a700,0,False
253,140488,140490,6,0x27cfd80,0x6740b29,0x27d2800,1,False
254,140584,140586,6,0x27cfd80,0x6740b29,0x27d2800,1,False
255,140693,140695,6,0x1368700,0x8860c29,0x27d2800,1,False
256,140705,140706,6,0x16dde00,0x6640b29,0x16dfb80,0,False
257,140863,140867,6,0x27a1d80,0x8860b29,0x27b8300,3,False
258,141263,141268,6,0x2728f00,0x8960b29,0x2753980,4,False
259,141504,141507,6,0x2754300,0x8960b29,0x277ed80,2,False
260,141645,141648,6,0x277f700,0x7750b29,0x2784c40,2,False
261,141729,141732,6,0x2785600,0x6640b29,0x2786b40,2,False
262,141884,141886,6,0x278df80,0x7850b29,0x2798e00,1,False
263,142055,142058,6,0x16c0180,0x7750b29,0x16c5f00,2,False
264,142147,142150,6,0x27d3500,0x8860b29,0x27e8a40,2,False
265,142222,142226,6,0x27d3500,0x8860b29,0x27e8a40,3,False
266,142294,142295,6,0x27d3500,0x8860b29,0x27e8a40,0,False
267,142312,142314,6,0x16f7900,0x6610b29,0x16f8900,1,False
268,142405,142406,6,0x2801f00,0x6640b29,0x2803440,0,False
269,142429,142431,6,0x280d880,0x6640b29,0x280edc0,1,False
270,142466,142467,6,0x2819100,0x6640b29,0x281a640,0,False
271,142477,142478,6,0x2824a80,0x6640b29,0x2825fc0,0,False
272,142493,142494,6,0x175ac00,0x5830b29,0x175d600,0,False
273,142924,142926,6,0x1df7880,0x7850b29,0x1e02300,1,False
274,142936,142938,6,0x1dd8600,0x6640b29,0x1dd9f80,1,False
275,142948,142952,6,0x1ce9b00,0x8860b29,0x1cff040,3,False
276,142964,142970,6,0x1cff480,0x8860b29,0x1d149c0,5,False
277,142980,142981,6,0x1dd6700,0x6640b29,0x1dd8080,0,False
278,143001,143002,6,0x1e08280,0x7750b29,0x1e0d7c0,0,False
279,143377,143379,6,0x1df7880,0x7850b29,0x1e02300,1,False
280,143389,143391,6,0x1dd8600,0x6640b29,0x1dd9f80,1,False
281,143401,143405,6,0x1ce9b00,0x8860b29,0x1cff040,3,False
282,143417,143423,6,0x1cff480,0x8860b29,0x1d149c0,5,False
283,143433,143434,6,0x1dd6700,0x6640b29,0x1dd8080,0,False
284,143454,143455,6,0x1e24700,0x7750b29,0x1e29c40,0,False
285,143830,143832,6,0x1dec900,0x7850b29,0x1df7380,1,False
286,143842,143844,6,0x1dd8600,0x6640b29,0x1dd9b40,1,False
287,143854,143858,6,0x1ce9b00,0x8860b29,0x1cff040,3,False
288,143870,143876,6,0x1cff480,0x8860b29,0x1d149c0,5,False
289,143886,143887,6,0x1dd6700,0x6640b29,0x1dd8080,0,False
290,143907,143908,6,0x1e02800,0x7750b29,0x1e07d40,0,False
291,144283,144285,6,0x1dec900,0x7850b29,0x1df7380,1,False
292,144295,144297,6,0x1dd8600,0x6640b29,0x1dd9b40,1,False
293,144307,144311,6,0x1ce9b00,0x8860b29,0x1cff040,3,False
294,144323,144329,6,0x1cff480,0x8860b29,0x1d149c0,5,False
295,144339,144340,6,0x1dd6700,0x6640b29,0x1dd8080,0,False
296,144360,144361,6,0x1e1ec80,0x7750b29,0x1e241c0,0,False
297,144511,144515,6,0x14d4a00,0x8860b29,0x14e9f40,3,True
298,144683,144687,6,0x14ea380,0x8860b29,0x14ff8c0,3,True
299,144874,144878,6,0x14ea380,0x8860b29,0x14ff8c0,3,True
300,145079,145084,6,0x3b4ae80,0x4410029,0x14ff8c0,4,True
301,145408,145414,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
302,145724,145730,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
303,146040,146046,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
304,146356,146362,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
305,146672,146678,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
306,146988,146994,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
307,147304,147310,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
308,147620,147626,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
309,147936,147942,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
310,148252,148258,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
311,148568,148574,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
312,148884,148890,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
313,149200,149206,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
314,149516,149522,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
315,149832,149838,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
316,150148,150154,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
317,150464,150470,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
318,150780,150786,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
319,151096,151102,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
320,151412,151418,6,0x3b4ae80,0x4410029,0x14ff8c0,5,True
321,151737,151740,6,0x3b4ae80,0x4410029,0x14ff8c0,2,True
322,152050,152053,6,0x3b4ae80,0x4410029,0x14ff8c0,2,True
323,152363,152366,6,0x3b4ae80,0x4410029,0x14ff8c0,2,True
324,152676,152679,6,0x3b4ae80,0x4410029,0x14ff8c0,2,True
325,152710,152711,6,0x3b4ae80,0x4410029,0x14ff8c0,0,True
326,152772,152801,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
327,152824,152853,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
328,152876,152905,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
329,152928,152957,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
330,152980,153009,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
331,153032,153061,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
332,153084,153113,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
333,153136,153165,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
334,153188,153217,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
335,153240,153269,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
336,153292,153321,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
337,153344,153373,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
338,153396,153425,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
339,153448,153477,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
340,153500,153529,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
341,153552,153581,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
342,153604,153633,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
343,153656,153685,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
344,153708,153737,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
345,153760,153789,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
346,153812,153841,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
347,153864,153893,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
348,153916,153945,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
349,153968,153997,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
350,154020,154049,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
351,154072,154101,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
352,154124,154153,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
353,154176,154205,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
354,154228,154257,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
355,154280,154309,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
356,154332,154361,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
357,154384,154413,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
358,154436,154465,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
359,154488,154517,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
360,154540,154569,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
361,154592,154621,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
362,154644,154673,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
363,154696,154725,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
364,154748,154777,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
365,154800,154829,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
366,154852,154881,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
367,154904,154933,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
368,154956,154985,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
369,155008,155037,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
370,155060,155089,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
371,155112,155141,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
372,155164,155193,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
373,155216,155245,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
374,155268,155297,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
375,155320,155349,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
376,155372,155401,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
377,155424,155453,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
378,155476,155505,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
379,155528,155557,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
380,155580,155609,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
381,155632,155661,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
382,155684,155713,6,0x1be0b80,0x5510b29,0x1be0f80,28,True
383,156109,156111,6,0x3b4ae80,0x4410029,0x1be0f80,1,True
384,156568,156573,6,0x1cc7580,0x6640b29,0x1cc8ac0,4,True
385,156626,156628,6,0x244c980,0x7750b29,0x2451ec0,1,True
386,156642,156644,6,0x3b4ae80,0x4410029,0x2451ec0,1,True
387,156755,156784,4,0x3b4ae80,0x4410029,0x2451ec0,28,True
388,157435,157436,6,0x1e55480,0x9810b29,0x1e75480,0,True
389,157451,157452,6,0x1e55480,0x9810b29,0x1e75480,0,True
390,157467,157468,6,0x1e55480,0x9810b29,0x1e75480,0,True
