id,begin_line,end_line,primitive,texture,format,palette,geometry_events,vp_complete
172,3293,3296,6,0x2433280,0x7750b29,0x24387c0,2,False
173,3306,3307,6,0x243e580,0x6640b29,0x243fac0,0,False
174,3348,3349,6,0x2420380,0x6640b29,0x24218c0,0,False
175,3359,3360,6,0x2422680,0x6640b29,0x2423bc0,0,False
176,3370,3377,6,0x2441880,0x6640b29,0x2442dc0,6,False
177,3387,3389,6,0x241ea00,0x6640b29,0x241ff40,1,False
178,3412,3414,6,0x2433280,0x7750b29,0x24387c0,1,False
179,3424,3425,6,0x243e580,0x6640b29,0x243fac0,0,False
180,3466,3467,6,0x2420380,0x6640b29,0x24218c0,0,False
181,3477,3478,6,0x2431900,0x6640b29,0x2432e40,0,False
182,3488,3489,6,0x242b300,0x6640b29,0x242c840,0,False
183,3499,3500,6,0x2422680,0x6640b29,0x2423bc0,0,False
184,3510,3515,6,0x242cc80,0x6640b29,0x242e1c0,4,False
185,3525,3527,6,0x241ea00,0x6640b29,0x241ff40,1,False
186,3550,3551,6,0x2433280,0x7750b29,0x24387c0,0,False
187,3561,3562,6,0x243e580,0x6640b29,0x243fac0,0,False
188,3603,3604,6,0x2420380,0x6640b29,0x24218c0,0,False
189,3614,3615,6,0x2422680,0x6640b29,0x2423bc0,0,False
190,3625,3631,6,0x2441880,0x6640b29,0x2442dc0,5,False
191,3641,3643,6,0x241ea00,0x6640b29,0x241ff40,1,False
192,3666,3668,6,0x2433280,0x7750b29,0x24387c0,1,False
193,3678,3679,6,0x243e580,0x6640b29,0x243fac0,0,False
194,3991,3993,8,0x1f24e80,0x8840229,0x243fac0,1,True
195,4024,4025,6,0x1f24e80,0x8840229,0x243fac0,0,True
196,4056,4057,6,0x1f24e80,0x8840229,0x243fac0,0,True
197,4088,4089,6,0x1f24e80,0x8840229,0x243fac0,0,True
198,4120,4121,6,0x1f24e80,0x8840229,0x243fac0,0,True
199,4152,4153,6,0x1f24e80,0x8840229,0x243fac0,0,True
200,4184,4185,6,0x1f24e80,0x8840229,0x243fac0,0,True
201,4216,4217,6,0x1f24e80,0x8840229,0x243fac0,0,True
202,4248,4249,6,0x1f24e80,0x8840229,0x243fac0,0,True
203,4280,4281,6,0x1f24e80,0x8840229,0x243fac0,0,True
204,4379,4380,6,0x239ed80,0x6640b29,0x23a02c0,0,True
205,4390,4391,6,0x2352a00,0x6640b29,0x2353f40,0,True
206,4423,4424,6,0x239ed80,0x6640b29,0x23a02c0,0,True
207,4434,4435,6,0x2352a00,0x6640b29,0x2353f40,0,True
208,4467,4468,6,0x239ed80,0x6640b29,0x23a02c0,0,True
209,4478,4479,6,0x2352a00,0x6640b29,0x2353f40,0,True
210,4519,4520,6,0x1f24e80,0x8840229,0x2353f40,0,True
211,4551,4552,6,0x1f24e80,0x8840229,0x2353f40,0,True
212,4583,4584,6,0x1f24e80,0x8840229,0x2353f40,0,True
213,4615,4616,6,0x1f24e80,0x8840229,0x2353f40,0,True
214,4647,4648,6,0x1f24e80,0x8840229,0x2353f40,0,True
215,4679,4680,6,0x1f24e80,0x8840229,0x2353f40,0,True
216,4711,4712,6,0x1f24e80,0x8840229,0x2353f40,0,True
217,4743,4744,6,0x1f24e80,0x8840229,0x2353f40,0,True
218,4775,4776,6,0x1f24e80,0x8840229,0x2353f40,0,True
219,4807,4808,6,0x1f24e80,0x8840229,0x2353f40,0,True
220,4839,4840,6,0x1f24e80,0x8840229,0x2353f40,0,True
221,4871,4872,6,0x1f24e80,0x8840229,0x2353f40,0,True
222,4903,4904,6,0x1f24e80,0x8840229,0x2353f40,0,True
223,4935,4936,6,0x1f24e80,0x8840229,0x2353f40,0,True
224,4967,4968,6,0x1f24e80,0x8840229,0x2353f40,0,True
225,4999,5000,6,0x1f24e80,0x8840229,0x2353f40,0,True
226,5031,5032,6,0x1f24e80,0x8840229,0x2353f40,0,True
227,5063,5064,6,0x1f24e80,0x8840229,0x2353f40,0,True
228,5095,5096,6,0x1f24e80,0x8840229,0x2353f40,0,True
229,5127,5128,6,0x1f24e80,0x8840229,0x2353f40,0,True
230,5159,5160,6,0x1f24e80,0x8840229,0x2353f40,0,True
231,5191,5192,6,0x1f24e80,0x8840229,0x2353f40,0,True
232,5223,5224,6,0x1f24e80,0x8840229,0x2353f40,0,True
233,5255,5256,6,0x1f24e80,0x8840229,0x2353f40,0,True
234,5287,5288,6,0x1f24e80,0x8840229,0x2353f40,0,True
235,5333,5334,6,0x23d5680,0x6640b29,0x23d6bc0,0,True
236,5344,5345,6,0x2352a00,0x6640b29,0x2353f40,0,True
237,5385,5386,6,0x1f24e80,0x8840229,0x2353f40,0,True
238,5417,5418,6,0x1f24e80,0x8840229,0x2353f40,0,True
239,5463,5464,6,0x23d7000,0x7750b29,0x23dc540,0,True
240,5496,5498,8,0x23e2300,0x8860b29,0x23f7840,1,True
241,5525,5526,6,0x2408480,0x7750b29,0x240d9c0,0,True
242,5536,5537,6,0x23fd600,0x7850b29,0x2408080,0,True
243,5547,5548,6,0x23f7c80,0x7750b29,0x23fd1c0,0,True
244,5580,5581,6,0x2419d80,0x6640b29,0x241b2c0,0,True
245,5591,5592,6,0x240de00,0x6640b29,0x240f340,0,True
246,5602,5603,6,0x2416a80,0x6640b29,0x2417fc0,0,True
247,5613,5615,6,0x240f780,0x7750b29,0x2414cc0,1,True
248,5625,5626,6,0x240f780,0x7750b29,0x2414cc0,0,True
249,5636,5639,6,0x241d080,0x6640b29,0x241e5c0,2,True
250,5649,5651,6,0x241b700,0x6640b29,0x241cc40,1,True
251,5661,5662,6,0x2415100,0x6640b29,0x2416640,0,True
252,5672,5673,6,0x2424000,0x6640b29,0x2425540,0,True
253,5683,5684,6,0x2425980,0x7750b29,0x242aec0,0,True
254,5694,5695,6,0x242e600,0x6640b29,0x242fb40,0,True
255,5705,5708,6,0x242ff80,0x6640b29,0x24314c0,2,True
256,5718,5719,6,0x2421d00,0x5530b29,0x2422240,0,True
257,5751,5752,6,0x2419d80,0x6640b29,0x241b2c0,0,True
258,5762,5763,6,0x2443200,0x6640b29,0x2444740,0,True
259,5773,5774,6,0x2416a80,0x6640b29,0x2417fc0,0,True
260,5784,5787,6,0x241d080,0x6640b29,0x241e5c0,2,True
261,5797,5798,6,0x243ff00,0x6640b29,0x2441440,0,True
262,5808,5811,6,0x241b700,0x6640b29,0x241cc40,2,True
263,5821,5822,6,0x2415100,0x6640b29,0x2416640,0,True
264,5832,5833,6,0x2421d00,0x5530b29,0x2422240,0,True
265,5865,5866,6,0x2419d80,0x6640b29,0x241b2c0,0,True
266,5876,5877,6,0x2443200,0x6640b29,0x2444740,0,True
267,5887,5888,6,0x2416a80,0x6640b29,0x2417fc0,0,True
268,5898,5900,6,0x2444b80,0x6640b29,0x24460c0,1,True
269,5910,5913,6,0x241d080,0x6640b29,0x241e5c0,2,True
270,5923,5924,6,0x243ff00,0x6640b29,0x2441440,0,True
271,5934,5936,6,0x241b700,0x6640b29,0x241cc40,1,True
272,5946,5947,6,0x2415100,0x6640b29,0x2416640,0,True
273,5957,5959,6,0x242e600,0x6640b29,0x242fb40,1,True
274,5969,5972,6,0x242ff80,0x6640b29,0x24314c0,2,True
275,5982,5983,6,0x2421d00,0x5530b29,0x2422240,0,True
276,6015,6016,6,0x2419d80,0x6640b29,0x241b2c0,0,True
277,6026,6027,6,0x240de00,0x6640b29,0x240f340,0,True
278,6037,6038,6,0x2416a80,0x6640b29,0x2417fc0,0,True
279,6048,6050,6,0x240f780,0x7750b29,0x2414cc0,1,True
280,6060,6061,6,0x240f780,0x7750b29,0x2414cc0,0,True
281,6071,6074,6,0x241d080,0x6640b29,0x241e5c0,2,True
282,6084,6086,6,0x241b700,0x6640b29,0x241cc40,1,True
283,6096,6097,6,0x2415100,0x6640b29,0x2416640,0,True
284,6107,6108,6,0x2424000,0x6640b29,0x2425540,0,True
285,6118,6119,6,0x2425980,0x7750b29,0x242aec0,0,True
286,6129,6130,6,0x2421d00,0x5530b29,0x2422240,0,True
287,6497,6526,7,0x1439980,0x7710b29,0x143e180,28,True
288,6549,6578,7,0x1439980,0x7710b29,0x143e180,28,True
289,6601,6630,7,0x1439980,0x7710b29,0x143e180,28,True
290,6653,6682,7,0x1439980,0x7710b29,0x143e180,28,True
291,6705,6734,7,0x1439980,0x7710b29,0x143e180,28,True
292,6757,6786,7,0x1439980,0x7710b29,0x143e180,28,True
293,7191,7192,6,0x29b7280,0x7850b29,0x29c1d00,0,True
294,7207,7208,6,0x2801f00,0x6640b29,0x2803440,0,True
295,7218,7219,6,0x2803980,0x6640b29,0x2804ec0,0,True
296,7234,7236,6,0x1de0580,0x7850b29,0x1dec000,1,True
297,7427,7428,6,0x29b7280,0x7850b29,0x29c1d00,0,True
298,7443,7444,6,0x2805400,0x6640b29,0x2806940,0,True
299,7454,7455,6,0x2805400,0x6640b29,0x2806940,0,True
300,7470,7472,6,0x1de0580,0x7850b29,0x1deb000,1,True
301,7663,7664,6,0x29b7280,0x7850b29,0x29c1d00,0,True
302,7679,7680,6,0x280a380,0x6640b29,0x280b8c0,0,True
303,7690,7691,6,0x280a380,0x6640b29,0x280b8c0,0,True
304,7706,7708,6,0x1de0580,0x7850b29,0x1dec400,1,True
305,7899,7900,6,0x29b7280,0x7850b29,0x29c1d00,0,True
306,7915,7916,6,0x2805400,0x6640b29,0x2806940,0,True
307,7926,7927,6,0x27fea00,0x6640b29,0x27fff40,0,True
308,7942,7944,6,0x1de0580,0x7850b29,0x1debc00,1,True
309,8135,8136,6,0x29b7280,0x7850b29,0x29c1d00,0,True
310,8151,8152,6,0x280be00,0x6640b29,0x280d340,0,True
311,8162,8163,6,0x2805400,0x6640b29,0x2806940,0,True
312,8178,8180,6,0x1de0580,0x7850b29,0x1deb800,1,True
313,8371,8372,6,0x29b7280,0x7850b29,0x29c1d00,0,True
314,8387,8388,6,0x280be00,0x6640b29,0x280d340,0,True
315,8398,8399,6,0x2800480,0x6640b29,0x28019c0,0,True
316,8414,8416,6,0x1de0580,0x7850b29,0x1debc00,1,True
317,8607,8608,6,0x29b7280,0x7850b29,0x29c1d00,0,True
318,8623,8624,6,0x2803980,0x6640b29,0x2804ec0,0,True
319,8634,8635,6,0x2801f00,0x6640b29,0x2803440,0,True
320,8650,8652,6,0x1de0580,0x7850b29,0x1debc00,1,True
321,8843,8844,6,0x29b7280,0x7850b29,0x29c1d00,0,True
322,8859,8860,6,0x280a380,0x6640b29,0x280b8c0,0,True
323,8870,8871,6,0x280be00,0x6640b29,0x280d340,0,True
324,8886,8888,6,0x1de0580,0x7850b29,0x1deb000,1,True
325,9079,9080,6,0x29b7280,0x7850b29,0x29c1d00,0,True
326,9095,9096,6,0x2803980,0x6640b29,0x2804ec0,0,True
327,9106,9107,6,0x2803980,0x6640b29,0x2804ec0,0,True
328,9122,9124,6,0x1de0580,0x7850b29,0x1deb000,1,True
329,9315,9316,6,0x29b7280,0x7850b29,0x29c1d00,0,True
330,9331,9332,6,0x2800480,0x6640b29,0x28019c0,0,True
331,9342,9343,6,0x2800480,0x6640b29,0x28019c0,0,True
332,9358,9360,6,0x1de0580,0x7850b29,0x1deb000,1,True
333,9551,9552,6,0x271c900,0x7850b29,0x2727380,0,True
334,9567,9568,6,0x2572f00,0x6640b29,0x2574440,0,True
335,9578,9579,6,0x2571480,0x6640b29,0x25729c0,0,True
336,9594,9596,6,0x1de0580,0x7850b29,0x1debc00,1,True
337,9787,9788,6,0x271c900,0x7850b29,0x2727380,0,True
338,9803,9804,6,0x2571480,0x6640b29,0x25729c0,0,True
339,9814,9815,6,0x2565b00,0x6640b29,0x2567040,0,True
340,9830,9832,6,0x1de0580,0x7850b29,0x1dec000,1,True
341,10023,10024,6,0x271c900,0x7850b29,0x2727380,0,True
342,10039,10040,6,0x2572f00,0x6640b29,0x2574440,0,True
343,10050,10051,6,0x2572f00,0x6640b29,0x2574440,0,True
344,10066,10068,6,0x1de0580,0x7850b29,0x1dec000,1,True
345,10259,10260,6,0x271c900,0x7850b29,0x2727380,0,True
346,10275,10276,6,0x256df80,0x6640b29,0x256f4c0,0,True
347,10286,10287,6,0x2564080,0x6640b29,0x25655c0,0,True
348,10302,10304,6,0x1de0580,0x7850b29,0x1dec000,1,True
349,10495,10496,6,0x271c900,0x7850b29,0x2727380,0,True
350,10511,10512,6,0x256fa00,0x6640b29,0x2570f40,0,True
351,10522,10523,6,0x2572f00,0x6640b29,0x2574440,0,True
352,10538,10540,6,0x1de0580,0x7850b29,0x1deb000,1,True
353,10731,10732,6,0x271c900,0x7850b29,0x2727380,0,True
354,10747,10748,6,0x2571480,0x6640b29,0x25729c0,0,True
355,10758,10759,6,0x256aa80,0x6640b29,0x256bfc0,0,True
356,10774,10776,6,0x1de0580,0x7850b29,0x1debc00,1,True
357,10967,10968,6,0x271c900,0x7850b29,0x2727380,0,True
358,10983,10984,6,0x2572f00,0x6640b29,0x2574440,0,True
359,10994,10995,6,0x2569000,0x6640b29,0x256a540,0,True
360,11010,11012,6,0x1de0580,0x7850b29,0x1dec000,1,True
361,11203,11204,6,0x271c900,0x7850b29,0x2727380,0,True
362,11219,11220,6,0x256c500,0x6640b29,0x256da40,0,True
363,11230,11231,6,0x2572f00,0x6640b29,0x2574440,0,True
364,11246,11248,6,0x1de0580,0x7850b29,0x1dec000,1,True
365,11439,11440,6,0x271c900,0x7850b29,0x2727380,0,True
366,11455,11456,6,0x2567580,0x6640b29,0x2568ac0,0,True
367,11466,11467,6,0x256aa80,0x6640b29,0x256bfc0,0,True
368,11482,11484,6,0x1de0580,0x7850b29,0x1debc00,1,True
369,11675,11676,6,0x271c900,0x7850b29,0x2727380,0,True
370,11691,11692,6,0x256c500,0x6640b29,0x256da40,0,True
371,11702,11703,6,0x256fa00,0x6640b29,0x2570f40,0,True
372,11718,11720,6,0x1de0580,0x7850b29,0x1deb000,1,True
373,11911,11912,6,0x271c900,0x7850b29,0x2727380,0,True
374,11927,11928,6,0x2567580,0x6640b29,0x2568ac0,0,True
375,11938,11939,6,0x256c500,0x6640b29,0x256da40,0,True
376,11954,11956,6,0x1de0580,0x7850b29,0x1dec400,1,True
377,12163,12165,6,0x21f4080,0x8860b29,0x2209a00,1,True
378,12356,12358,6,0x21f4080,0x8860b29,0x2209e00,1,True
379,12575,12578,6,0x1d25200,0x7750b29,0x1d2a740,2,True
380,12781,12784,6,0x1d25200,0x7750b29,0x1d2a740,2,True
381,13049,13052,6,0x21d3080,0x7850b29,0x21ddb00,2,True
382,13303,13306,6,0x21d3080,0x7850b29,0x21ddb00,2,True
383,13557,13560,6,0x21d3080,0x7850b29,0x21ddb00,2,True
384,13811,13814,6,0x21d3080,0x7850b29,0x21ddf00,2,True
385,14065,14068,6,0x21d3080,0x7850b29,0x21ddf00,2,True
386,14273,14275,6,0x21ac380,0x8860b29,0x21c18c0,1,True
387,14466,14468,6,0x21ac380,0x8860b29,0x21c1d00,1,True
388,14673,14675,6,0x1d48080,0x7750b29,0x1d4d5c0,1,True
389,14866,14868,6,0x1d48080,0x7750b29,0x1d4d5c0,1,True
390,15059,15061,6,0x1d48080,0x7750b29,0x1d4d5c0,1,True
391,15252,15254,6,0x1d48080,0x7750b29,0x1d4d5c0,1,True
392,15445,15447,6,0x1d48080,0x7750b29,0x1d4d5c0,1,True
393,15676,15679,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
394,15894,15897,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
395,16112,16115,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
396,16330,16333,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
397,16548,16551,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
398,16766,16769,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
399,16974,16976,6,0x1d71a80,0x7750b29,0x1d76fc0,1,True
400,17167,17169,6,0x1d71a80,0x7750b29,0x1d76fc0,1,True
401,17360,17362,6,0x1d71a80,0x7750b29,0x1d76fc0,1,True
402,17553,17555,6,0x1d71a80,0x7750b29,0x1d76fc0,1,True
403,17760,17762,6,0x1dda500,0x7750b29,0x1ddfa40,1,True
404,17953,17955,6,0x1dda500,0x7750b29,0x1ddfa40,1,True
