name_key,presence,ps2_rows,ps2_fourccs,ps2_formats,ps2_dims,xbox_rows,xbox_fourccs,xbox_formats,xbox_dims
00_PENNANT_00,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
00_PENNANT_01,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
00_PENNANT_02,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
00_PHOTO_00,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
00_PHOTO_01,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
00_PHOTO_02,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
00_PHOTO_03,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
00_POSTER_00,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
00_POSTER_01,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
00_POSTER_02,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
00_POSTER_03,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
00_RUG_00,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
00_RUG_01,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
00_SIGN_INTERSTATE,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
00_SIGN_PARKING_00,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
00_SIGN_PARKING_01,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
00_SIGN_STREET,both,1,TXTR:1,PSMT8:1,256x64,1,TXTR:1,P8:1,256x64
00_STANDEE_00,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
00_STANDEE_01,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
00_STANDEE_02,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
00_STANDEE_03,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
00_TEAMLOGO,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
00_TEAMLOGO_00_H0,both,1,TXTR:1,PSMT8:1,256x256,1,TXTR:1,P8:1,256x256
0100,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0104,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0105,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0106,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0108,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0109,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0110,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0112,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0115,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0118,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0120,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0122,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0123,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0124,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0127,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0129,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0130,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0131,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0132,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0140,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0141,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0142,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0144,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0145,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0146,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0147,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0150,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0153,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0154,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0155,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0158,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0161,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0165,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0167,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0174,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0176,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0179,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0180,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0181,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0187,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0189,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0190,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0192,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0194,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0195,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0196,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0197,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0199,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
01_BANNER_00,both,1,TXTR:1,PSMT8:1,256x256,1,TXTR:1,P8:1,256x256
01_BANNER_01,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_BANNER_02,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_BOBBLEHEAD_HI,both,1,SCNE:1,,,1,SCNE:1,,
01_BOBBLEHEAD_HI/EMBEDDED_0000,ps2_only,1,TXTR:1,PSMT8:1,512x512,,,,
01_BOBBLEHEAD_HI/EMBEDDED_0001,ps2_only,1,TXTR:1,PSMT8:1,128x128,,,,
01_FLIPCHIP_00_H0,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H1,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H10,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H11,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H12,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H13,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H2,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H3,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H4,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H5,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H6,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H7,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H8,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FLIPCHIP_00_H9,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
01_FOAM_FINGER,both,1,TXTR:1,PSMT8:1,128x64,1,TXTR:1,P8:1,128x64
01_GAME_BALL_00,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_GAME_BALL_01,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_GAME_BALL_02,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_GAME_BALL_03,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_HELMET,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
01_HELMET_MUG,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_JERSEY_00,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_JERSEY_01,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_JERSEY_02,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_JERSEY_03,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_JERSEY_04,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_JERSEY_05,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_JERSEY_06,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_JERSEY_07,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_LICENSE_PLATE,both,1,TXTR:1,PSMT8:1,128x64,1,TXTR:1,P8:1,256x128
01_PAINTING_00,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
01_PAINTING_01,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
01_PENNANT_00,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_PENNANT_01,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_PENNANT_02,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_PHOTO_00,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
01_PHOTO_01,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
01_PHOTO_02,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
01_PHOTO_03,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
01_POSTER_00,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
01_POSTER_01,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
01_POSTER_02,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
01_POSTER_03,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
01_RUG_00,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_RUG_01,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_SIGN_INTERSTATE,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_SIGN_PARKING_00,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_SIGN_PARKING_01,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
01_SIGN_STREET,both,1,TXTR:1,PSMT8:1,256x64,1,TXTR:1,P8:1,256x64
01_STANDEE_00,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_STANDEE_01,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_STANDEE_02,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_STANDEE_03,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
01_TEAMLOGO,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
01_TEAMLOGO_00_H0,both,1,TXTR:1,PSMT8:1,256x256,1,TXTR:1,P8:1,256x256
0200,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0201,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0202,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0203,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0210,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0211,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0212,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0214,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0215,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0216,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0220,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0222,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0224,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0225,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0226,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0229,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0237,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0239,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0240,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0242,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0245,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0246,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0250,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0253,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0256,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0259,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0260,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0263,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0264,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0270,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0275,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0276,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0278,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0288,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0290,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0291,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0292,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0293,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0294,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
0296,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
02_BANNER_00,both,1,TXTR:1,PSMT8:1,256x256,1,TXTR:1,P8:1,256x256
02_BANNER_01,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
02_BANNER_02,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
02_BOBBLEHEAD_HI,both,1,SCNE:1,,,1,SCNE:1,,
02_BOBBLEHEAD_HI/EMBEDDED_0000,ps2_only,1,TXTR:1,PSMT8:1,512x512,,,,
02_BOBBLEHEAD_HI/EMBEDDED_0001,ps2_only,1,TXTR:1,PSMT8:1,128x128,,,,
02_FLIPCHIP_00_H0,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
02_FLIPCHIP_00_H1,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
02_FLIPCHIP_00_H2,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
02_FLIPCHIP_00_H3,both,1,TXTR:1,PSMT8:1,64x64,1,TXTR:1,P8:1,64x64
02_FOAM_FINGER,both,1,TXTR:1,PSMT8:1,128x64,1,TXTR:1,P8:1,128x64
02_GAME_BALL_00,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_GAME_BALL_01,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_GAME_BALL_02,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_GAME_BALL_03,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_HELMET,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
02_HELMET_MUG,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
02_JERSEY_00,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_JERSEY_01,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_JERSEY_02,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_JERSEY_03,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_JERSEY_04,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_JERSEY_05,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_JERSEY_06,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_JERSEY_07,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,256x256
02_LICENSE_PLATE,both,1,TXTR:1,PSMT8:1,128x64,1,TXTR:1,P8:1,256x128
02_PAINTING_00,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
02_PAINTING_01,both,1,TXTR:1,PSMT8:1,128x256,1,TXTR:1,P8:1,128x256
02_PENNANT_00,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
02_PENNANT_01,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
02_PENNANT_02,both,1,TXTR:1,PSMT8:1,256x128,1,TXTR:1,P8:1,256x128
02_PHOTO_00,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
02_PHOTO_01,both,1,TXTR:1,PSMT8:1,128x128,1,TXTR:1,P8:1,128x128
