pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,16,Anthony,Burke,DT,70,,58,75,10,60,15,80,77,58,20,19,75,34,11,11,23,23,27,20,80,76,19,49,29,99,32,5,35,76
primary,17,Gary,Dulin,DT,98,,45,60,10,63,15,71,73,58,18,23,63,32,11,11,22,23,30,16,55,60,17,49,34,99,35,5,50,24
primary,18,Stump,Mitchell,FB,35,,84,76,16,97,24,92,47,67,15,70,10,41,14,14,88,83,80,95,7,9,26,49,65,99,72,5,28,24
primary,19,Ron,Wolfley,FB,45,West Virginia,82,70,16,79,16,92,63,58,11,29,6,59,13,13,44,49,55,72,10,14,15,49,36,99,28,5,19,9
primary,20,Leonard,Smith,FS,42,McNeese State,81,88,12,93,22,84,39,76,78,8,82,6,12,11,14,30,31,34,48,68,25,49,54,1,53,5,65,46
primary,21,Joe,Bostic,G,66,,54,59,14,85,19,96,65,61,27,36,32,41,11,11,40,84,86,21,31,39,17,49,78,99,62,5,85,24
primary,22,Mike,Morris,G,65,,51,64,12,75,22,93,67,44,14,32,29,12,10,11,26,84,80,8,27,26,21,49,81,99,83,5,80,49
primary,23,Lance,Smith,G,63,,52,57,12,69,18,96,77,45,14,37,29,32,14,11,34,65,76,10,27,24,13,49,42,99,44,5,30,46
primary,24,Charles,Vatterott,G,76,,46,62,12,72,19,83,85,52,6,22,21,11,10,10,10,70,62,8,16,27,15,49,28,99,42,5,51,20
primary,25,Earl,Ferrell,HB,21,,87,84,17,89,13,77,59,79,7,57,12,90,15,17,59,41,41,92,10,6,16,49,69,50,56,5,43,76
primary,26,Broderick,Sargent,HB,33,,89,68,28,72,11,92,67,84,30,47,22,77,27,28,53,44,27,60,16,20,13,49,39,99,38,5,54,70
primary,27,Vai,Sikahema,HB,34,BYU,82,67,17,79,13,94,51,70,14,59,6,69,15,16,57,38,34,64,12,8,16,49,44,99,42,5,68,24
primary,28,Larry,Cowan,HB,26,,88,79,17,65,16,72,47,76,13,48,8,75,14,14,49,49,35,90,6,13,19,49,38,99,40,24,41,41
primary,29,Derrick,McAdoo,HB,20,,86,63,14,72,17,90,55,76,33,43,36,57,14,14,36,28,31,62,30,27,16,49,43,1,22,5,51,41
primary,30,Charles,Baker,ILB,62,,75,76,10,64,6,89,57,82,72,15,92,22,11,11,18,27,20,24,63,89,5,49,89,99,63,5,95,76
primary,31,Ilia,Jarostchuk,ILB,56,New Hampshire,72,75,10,72,10,88,65,70,76,18,62,25,11,10,16,29,22,18,50,63,9,49,32,99,28,5,24,72
primary,32,Niko,Noga,ILB,58,Hawaii,76,66,10,90,16,77,67,69,53,43,64,42,11,10,34,38,37,24,39,60,16,49,36,99,23,5,39,51
primary,33,Al,Del Greco,K,25,Auburn,37,43,11,39,83,88,30,40,16,17,40,16,11,12,19,27,20,36,12,12,72,99,15,50,53,5,41,20
primary,34,E.J.,Junior,OLB,54,Alabama,80,77,10,99,15,79,61,59,76,23,88,31,11,10,30,34,28,28,77,83,16,49,92,99,52,5,81,83
primary,35,Jeff,Paine,OLB,50,,74,72,10,85,14,84,71,67,76,18,86,31,11,11,23,34,26,34,72,78,13,49,87,99,69,5,77,77
primary,36,Anthony,Bell,OLB,59,Michigan State,65,76,10,77,6,82,47,76,56,21,76,33,10,11,14,24,16,25,62,61,5,49,33,99,26,5,44,48
primary,37,Greg,Cater,P,2,,45,49,21,55,80,89,34,42,26,25,39,18,23,24,27,23,19,32,23,14,67,1,41,50,61,5,95,24
primary,38,Greg,Horne,P,9,,40,47,22,43,76,81,38,39,13,13,20,14,23,23,10,18,16,34,9,12,62,1,1,50,67,5,48,24
primary,39,Neil,Lomax,QB,17,,81,82,81,44,12,81,39,64,36,24,33,24,91,91,21,26,28,29,23,20,16,49,95,50,96,82,90,24
primary,40,Cliff,Stoudt,QB,13,Youngstown State,53,57,80,29,16,50,38,48,33,27,32,46,76,68,25,20,20,28,35,31,16,49,50,50,53,23,40,24
primary,41,Lonnie,Young,SS,48,Michigan State,83,85,9,60,12,80,39,67,80,25,83,8,11,11,19,19,17,46,40,88,16,49,71,1,67,5,91,46
primary,42,Gregg,Johnson,SS,40,,89,95,11,88,19,81,51,82,61,8,51,6,11,11,3,29,29,34,63,47,19,49,52,1,31,5,35,24
primary,43,Luis,Sharpe,T,72,UCLA,58,70,11,89,18,95,71,64,11,29,32,15,10,10,19,93,95,9,26,27,16,49,50,99,55,5,85,90
primary,44,Ray,Brown,T,69,,43,52,11,72,7,90,62,67,23,27,28,34,11,16,32,80,83,21,15,22,11,49,46,99,58,5,75,24
primary,45,Tootie,Robbins,T,53,East Carolina,62,54,12,80,20,89,67,54,16,29,29,23,11,11,26,68,62,17,30,30,19,49,93,99,77,5,82,38
primary,46,Jay,Novacek,TE,88,Wyoming,68,68,10,37,16,81,49,61,10,83,6,65,11,10,79,79,78,47,7,7,18,49,32,99,70,5,82,24
primary,47,Bob,Keseday,TE,83,,67,66,10,46,8,78,53,59,25,54,24,41,11,13,58,61,63,63,15,20,9,49,27,99,34,5,57,18
primary,48,Roy,Green,WR,84,,91,89,15,73,17,89,33,84,6,94,12,78,16,17,90,46,43,85,8,7,16,49,79,50,54,5,99,89
primary,49,Adrian,McBride,WR,87,,88,89,15,62,16,79,42,79,14,83,6,67,16,16,83,48,47,78,15,13,16,49,35,50,53,5,85,48
primary,50,J.T.,Smith,WR,89,,74,68,15,62,10,28,57,62,7,70,13,53,15,15,87,35,47,67,8,13,14,49,54,50,54,5,94,42
primary,51,Troy,Johnson,WR,30,,89,92,15,69,14,73,33,79,11,79,9,36,16,16,79,41,41,76,8,9,19,49,46,50,41,5,74,24
primary,52,Don,Holmes,WR,81,,85,74,13,55,14,62,34,81,33,56,32,35,13,12,56,33,29,58,20,16,15,49,34,50,31,5,80,14
