pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,13,Ellis,Johnson,DT,62,,54,52,10,61,16,74,61,45,11,21,66,31,11,11,24,19,23,18,59,73,16,49,29,99,27,5,64,44
primary,14,Clif,Groce,FB,33,,80,79,18,98,23,84,61,76,7,60,5,43,15,16,75,69,51,73,5,7,24,49,74,99,54,5,54,56
primary,15,Marshall,Faulk,FB,28,,82,70,16,79,16,92,63,58,11,29,6,59,13,13,44,49,55,72,10,14,15,49,36,99,28,5,19,9
primary,16,Jason,Belser,FS,29,,78,79,9,88,18,81,43,62,86,13,80,9,11,11,22,23,20,40,29,80,20,49,92,1,68,5,95,70
primary,17,Sammie,Burroughs,FS,53,,85,65,9,67,16,89,43,72,70,25,70,8,10,10,31,23,30,11,56,67,19,49,34,1,43,5,60,24
primary,18,Kipp,Vickers,G,71,,39,48,12,76,24,96,58,39,14,33,29,16,10,10,24,80,84,7,28,27,22,49,38,99,60,5,88,24
primary,19,Eugene,Chung,G,66,,50,51,12,71,19,94,63,48,6,24,22,9,10,10,10,76,87,8,16,27,15,49,69,99,56,5,49,42
primary,20,Doug,Widell,G,64,,46,62,12,72,19,83,85,52,6,22,21,11,10,10,10,70,62,8,16,27,15,49,28,99,42,5,51,20
primary,21,Lamont,Warren,HB,21,,82,84,17,82,12,93,45,73,11,66,12,88,14,14,60,27,32,92,9,7,16,49,70,50,58,5,71,51
primary,22,Chris,Hetherington,HB,44,,83,74,15,63,13,94,55,88,34,49,28,69,15,14,54,32,39,81,20,19,16,49,38,50,38,5,60,69
primary,23,Zack,Crockett,HB,32,,90,79,17,77,17,92,53,64,15,24,10,63,15,16,63,30,28,92,8,8,18,49,44,1,31,5,62,56
primary,24,Leon,Neal,HB,20,,88,79,17,65,16,72,47,76,13,48,8,75,14,14,49,49,35,90,6,13,19,49,38,99,40,24,41,41
primary,25,Arnold,Mickens,HB,27,,92,70,15,50,12,67,57,69,31,14,29,47,14,14,43,29,28,67,19,20,14,49,36,50,24,5,34,51
primary,26,Steve,Grant,ILB,59,,63,79,10,98,11,75,70,54,86,21,99,28,11,10,43,25,20,22,81,99,11,49,96,99,63,5,99,74
primary,27,Phillip,Ward,ILB,51,,78,83,10,72,7,89,59,76,72,24,80,25,10,10,16,30,21,16,58,72,8,49,37,99,53,5,95,48
primary,28,Bertrand,Berry,ILB,57,,77,76,10,88,11,68,67,64,69,23,79,35,11,11,20,31,28,24,65,78,10,49,57,99,37,5,44,67
primary,29,Scott,Von der Ahe,ILB,51,,80,72,10,99,22,89,53,64,52,48,77,45,11,10,42,48,45,24,49,60,22,49,47,99,20,5,59,87
primary,30,Cary,Blanchard,K,14,,39,45,11,30,86,90,32,38,17,22,27,15,11,12,13,19,14,29,12,12,89,99,54,50,59,5,71,22
primary,31,Quentin,Coryatt,OLB,55,,76,75,10,83,10,80,69,64,74,18,73,25,11,10,19,30,26,24,74,75,10,49,29,99,38,5,75,92
primary,32,Elijah,Alexander,OLB,50,,59,68,10,93,13,69,77,72,76,18,80,30,11,10,30,33,27,36,74,80,14,49,39,99,54,5,51,54
primary,33,Steve,Morrison,OLB,52,,74,69,10,94,13,86,61,78,76,23,79,28,11,10,16,27,23,26,56,78,14,49,49,99,39,5,83,82
primary,34,Chris,Gardocki,P,17,,45,46,20,48,94,95,35,37,23,27,41,18,23,24,15,20,16,16,22,12,89,1,32,50,90,5,92,23
primary,35,Jim,Harbaugh,QB,4,,66,64,93,50,9,84,43,56,26,21,31,22,93,96,21,30,28,29,20,22,13,49,92,50,78,30,85,24
primary,36,Kerwin,Bell,QB,12,,53,57,80,29,16,50,38,48,33,27,32,46,76,68,25,20,20,28,35,31,16,49,50,50,53,23,40,24
primary,37,Kelly,Holcomb,QB,13,,75,74,79,19,11,77,39,67,39,28,50,53,71,56,39,23,24,28,31,47,13,49,66,50,60,69,14,24
primary,38,David,Tate,SS,49,,76,76,9,58,14,88,47,59,78,35,77,9,11,10,42,29,23,49,42,71,16,49,28,1,42,5,86,89
primary,39,Derwin,Gray,SS,30,,89,95,11,88,19,81,51,82,61,8,51,6,11,11,3,29,29,34,63,47,19,49,52,1,31,5,35,24
primary,40,Robert,Blackmon,SS,25,,80,73,8,88,19,81,63,75,49,20,55,7,10,10,31,24,29,44,46,26,22,49,35,1,26,5,41,24
primary,41,Jason,Mathews,T,67,,31,46,12,86,23,97,75,44,13,30,30,18,10,10,23,89,80,8,27,28,21,49,78,99,60,5,85,41
primary,42,Adam,Meadows,T,73,,43,56,11,86,19,94,69,41,15,29,29,20,10,10,26,94,93,13,30,28,18,49,80,99,69,5,76,49
primary,43,Derek,West,T,72,,48,63,11,87,16,86,77,73,13,28,24,16,10,11,21,72,72,11,26,27,15,49,50,99,51,5,38,14
primary,44,Tony,Mandarich,T,79,,36,40,12,79,19,81,77,45,10,27,27,20,10,10,23,70,71,11,27,30,17,49,46,99,63,5,85,11
primary,45,Marcus,Pollard,TE,81,,83,82,10,45,5,60,51,67,14,90,8,89,11,13,85,75,77,59,12,11,11,49,26,99,46,5,68,95
primary,46,Ken,Dilger,TE,85,,77,77,10,59,13,69,55,64,14,68,10,47,11,11,73,73,76,76,13,15,15,49,52,99,61,5,25,24
primary,47,Brad,Banta,TE,83,,76,78,10,30,4,81,67,67,14,36,13,31,11,11,27,64,67,58,11,24,7,49,23,99,24,5,24,23
primary,48,Marvin,Harrison,WR,88,,93,86,13,28,7,82,47,99,15,85,11,66,14,14,80,27,34,76,5,10,12,49,68,50,54,5,92,42
primary,49,Chris,Doering,WR,15,,86,81,15,60,11,77,37,85,8,83,15,57,16,16,87,40,40,60,12,12,15,49,73,50,70,5,98,47
primary,50,Aaron,Bailey,WR,80,,86,74,13,44,9,77,42,68,5,79,12,62,14,14,77,34,38,46,10,13,13,49,28,50,63,5,97,47
primary,51,Brian,Stablein,WR,86,,89,92,15,69,14,73,33,79,11,79,9,36,16,16,79,41,41,76,8,9,19,49,46,50,41,5,74,24
primary,52,Sean,Dawkins,WR,87,,86,81,13,58,10,80,37,72,10,70,7,43,14,14,73,34,35,64,14,6,13,49,23,50,40,5,96,24
