pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,28,Bryan,Cox,ILB,51,,74,61,10,86,10,67,65,75,61,23,67,37,11,11,16,28,24,12,65,66,13,49,43,99,36,5,38,24
primary,29,Adam,Vinatieri,K,4,South Dakota State,38,43,11,43,95,96,34,39,19,21,42,17,11,12,20,26,21,33,16,12,97,99,62,50,99,5,89,22
primary,30,Mike,Vrabel,OLB,50,,63,70,10,80,10,86,65,56,71,19,85,26,11,10,25,16,21,14,78,79,13,49,60,99,53,5,72,60
primary,31,Roman,Phifer,OLB,95,,80,80,10,71,4,86,63,79,77,15,85,31,11,11,12,15,11,12,80,86,5,49,26,99,55,5,67,62
primary,32,Larry,Izzo,OLB,53,,82,76,9,85,23,79,53,99,55,11,59,8,11,10,17,37,37,5,41,47,25,49,46,99,26,5,71,57
primary,33,Ted,Johnson,OLB,52,,78,66,10,90,16,66,53,69,53,43,63,42,11,10,34,38,37,24,39,59,16,49,36,99,25,5,45,51
primary,34,Willie,McGinest,OLB,55,,74,74,10,99,29,76,67,58,50,50,60,50,11,10,47,50,43,24,52,34,29,49,61,99,20,5,54,51
primary,35,Ken,Walter,P,13,,40,47,22,43,76,81,38,39,13,13,20,14,23,23,10,18,16,34,9,12,62,1,1,50,67,5,48,24
primary,36,Lee,Johnson,P,10,,46,53,19,63,65,89,37,45,17,18,37,28,22,17,23,13,9,34,5,5,69,1,11,50,54,5,77,24
primary,37,Tom,Brady,QB,12,Michigan,54,72,84,50,19,95,13,41,13,21,18,45,84,79,4,20,6,19,1,8,17,49,92,50,84,38,76,24
primary,38,Drew,Bledsoe,QB,11,,53,60,96,72,9,72,41,52,29,21,28,18,86,83,21,31,28,28,20,22,13,49,93,50,91,20,60,24
primary,39,Tebucky,Jones,SS,34,,88,67,10,93,12,88,51,67,93,35,97,9,11,10,43,18,18,49,66,96,16,49,94,1,60,5,93,82
primary,40,Je'Rod,Cherry,SS,30,,80,81,9,34,16,88,39,68,55,12,61,8,10,10,11,23,20,6,37,48,14,49,17,1,31,5,55,61
primary,41,Matt,Light,T,72,,44,67,12,75,14,97,71,55,24,41,30,43,11,11,38,74,82,14,27,26,16,49,51,99,52,5,71,41
primary,42,Adrian,Klemm,T,70,,28,36,11,70,14,98,65,45,8,27,20,15,10,10,1,74,76,1,19,27,14,49,34,99,44,5,77,44
primary,43,Greg,Randall,T,64,,53,45,14,72,16,97,81,50,27,33,23,35,11,11,32,73,83,16,20,30,13,49,48,99,40,5,16,46
primary,44,Grant,Williams,T,76,,28,52,11,75,16,87,65,38,13,30,33,11,10,10,28,65,58,9,27,27,16,49,41,99,40,5,67,48
primary,45,Rod,Rutledge,TE,83,,68,82,10,65,14,57,63,70,8,58,14,42,11,11,70,80,85,76,7,15,16,49,35,99,64,5,29,24
primary,46,Jermaine,Wiggins,TE,85,,87,72,10,46,11,89,39,62,11,51,10,38,11,10,54,79,82,69,7,15,12,49,22,99,29,5,31,49
primary,47,Troy,Brown,WR,80,,83,79,13,49,7,73,43,58,13,93,13,77,14,14,92,36,35,65,12,12,13,49,77,50,78,5,99,42
primary,48,David,Patten,WR,86,,87,86,25,35,10,83,38,70,10,83,11,39,26,26,86,33,35,77,11,10,15,49,78,50,54,5,97,52
primary,49,Terry,Glenn,WR,88,,91,90,15,72,12,73,39,90,11,79,7,70,16,16,83,35,39,60,6,10,16,49,23,50,63,5,95,42
primary,50,Charles,Johnson,WR,81,,83,80,15,73,13,85,43,77,6,73,13,56,16,16,74,39,44,77,13,15,17,49,47,50,64,5,97,24
primary,51,Fred,Coleman,WR,84,,81,74,13,23,5,38,39,81,33,65,28,17,14,14,67,27,34,64,11,18,10,49,16,50,34,5,95,57
primary,52,Jimmy,Farris,WR,82,,91,76,17,53,12,61,15,86,12,55,9,38,15,16,60,39,35,67,10,5,13,49,35,50,27,5,63,49
