pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,33,Todd F.,Collins,OLB,54,,74,67,10,74,7,67,67,50,61,18,57,33,11,11,15,18,16,24,51,66,5,49,32,99,24,5,22,45
primary,34,Mike,Horan,P,2,,43,48,21,49,82,76,37,49,19,20,46,17,23,21,15,23,14,28,16,12,80,1,32,50,80,5,62,24
primary,35,Rick,Tuten,P,11,,43,46,20,50,79,85,32,39,17,18,27,16,22,24,15,20,12,30,15,12,72,1,1,50,74,5,61,23
primary,36,Kurt,Warner,QB,13,,64,70,82,99,7,99,39,52,29,23,28,10,96,95,16,28,25,25,18,19,12,49,90,50,99,40,99,80
primary,37,Paul,Justin,QB,16,,63,74,83,26,8,78,31,59,26,22,29,36,86,85,14,17,16,28,8,32,13,49,78,50,79,45,75,24
primary,38,Joe,Germaine,QB,9,,69,73,56,15,11,65,18,64,26,20,23,39,60,58,11,12,13,28,24,31,11,49,44,50,69,33,32,24
primary,39,Taje,Allen,SS,20,,89,96,9,74,18,82,81,85,76,25,85,8,11,10,31,30,31,46,50,88,20,49,65,1,48,5,50,66
primary,40,Billy,Jenkins,SS,22,,91,85,13,66,17,53,43,73,69,8,69,6,13,11,27,28,30,34,43,68,17,49,48,1,43,5,64,56
primary,41,Rich,Coady,SS,38,,88,70,12,90,23,92,59,76,69,6,68,38,13,11,20,35,36,50,40,46,22,49,54,1,46,5,51,24
primary,42,Fred,Miller,T,73,,35,48,11,89,19,98,68,41,13,30,30,18,10,10,28,79,80,12,30,28,18,49,46,99,61,5,95,45
primary,43,Orlando,Pace,T,76,,55,62,11,89,17,95,81,59,13,29,34,15,10,10,26,92,95,12,28,28,17,49,92,99,69,5,65,60
primary,44,Chad,Lewis,TE,89,,68,68,10,37,16,81,49,61,10,83,6,65,11,10,79,79,78,47,7,7,18,49,32,99,70,5,82,24
primary,45,Jeff,Robinson,TE,45,,68,82,10,65,14,57,63,70,8,58,14,42,11,11,70,80,85,76,7,15,16,49,35,99,64,5,29,24
primary,46,Ernie,Conwell,TE,84,,81,81,10,30,10,84,83,85,8,51,12,62,11,10,66,76,71,67,15,13,13,49,63,99,62,5,49,24
primary,47,Isaac,Bruce,WR,80,,98,92,15,70,11,87,34,76,9,98,9,75,16,15,98,30,37,90,7,10,16,49,89,1,86,5,99,20
primary,48,Torry,Holt,WR,88,,91,89,15,73,17,89,33,84,6,94,12,78,16,17,90,46,43,85,8,7,16,49,79,50,54,5,99,89
primary,49,Az-Zahir,Hakim,WR,81,,88,79,28,46,8,45,37,76,8,79,12,46,26,28,79,26,32,61,12,13,13,49,70,50,42,5,98,70
primary,50,Ricky,Proehl,WR,87,,80,72,15,60,11,80,38,67,13,85,15,41,16,16,88,17,45,75,8,6,16,49,79,50,74,5,97,54
primary,51,Chris,Thomas,WR,83,,88,91,13,16,5,70,29,73,13,70,7,29,14,14,65,20,25,62,14,13,10,49,54,1,27,5,74,52
primary,52,Tony,Horne,WR,82,,84,83,15,74,12,58,47,67,14,83,10,60,16,15,84,47,46,78,15,10,16,49,58,50,61,5,95,55
