pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,33,Tommy,Crutcher,OLB,32,,61,86,10,78,4,84,63,62,56,15,60,34,11,11,16,23,20,24,59,69,4,49,32,99,33,5,28,24
primary,34,Mike,Mercer,P,35,,85,46,20,60,91,98,32,49,19,22,31,16,26,20,15,13,12,24,16,12,87,1,8,50,70,5,88,24
primary,35,Bart,Starr,QB,15,,67,72,96,50,11,74,45,64,31,24,29,22,86,86,18,32,26,14,22,22,14,49,99,50,96,56,93,73
primary,36,Zeke,Bratkowski,QB,12,,62,86,73,40,9,65,26,68,29,20,29,29,56,69,9,22,21,29,16,20,12,49,64,50,68,44,68,24
primary,37,Bob,Jeter,SS,25,,83,85,9,60,12,80,39,67,80,25,83,8,11,11,19,19,17,46,40,88,16,49,71,1,67,5,91,46
primary,38,John,Rowser,SS,27,,85,74,12,66,17,60,75,74,60,8,40,6,13,11,28,30,29,34,48,37,16,49,31,1,24,5,13,41
primary,39,Bob,Skoronski,T,75,,50,60,12,94,19,94,71,58,14,27,30,20,10,10,23,86,94,13,27,30,16,49,90,99,74,5,71,38
primary,40,Francis,Peay,T,73,,53,66,11,87,18,95,65,55,15,33,30,16,10,10,23,89,85,9,30,27,17,49,77,99,74,5,95,41
primary,41,Forrest,Gregg,T,52,,48,62,11,50,18,96,67,47,9,23,32,8,10,10,11,66,59,4,28,45,15,49,22,99,40,5,74,47
primary,42,Steve,Wright,T,77,,60,82,11,80,11,81,77,75,28,34,36,39,11,16,45,63,53,21,24,23,15,49,55,99,36,5,21,24
primary,43,Marv,Fleming,TE,81,,72,77,11,70,16,81,55,73,6,76,15,63,11,11,80,73,75,74,8,6,17,49,39,99,64,5,34,24
primary,44,Allen,Brown,TE,41,,75,71,10,46,8,88,63,70,9,75,12,61,11,12,81,69,71,65,14,14,11,49,41,99,45,5,72,40
primary,45,Dick,Capp,TE,88,,57,73,10,25,13,89,33,59,10,73,13,46,11,10,69,84,80,69,10,8,15,49,30,99,53,5,74,57
primary,46,Bill,Anderson,TE,47,,76,78,10,30,4,81,67,67,14,36,13,31,11,11,27,64,67,58,11,24,7,49,23,99,24,5,24,23
primary,47,Boyd,Dowler,WR,85,,82,86,24,46,9,80,42,59,11,90,14,76,25,25,90,64,61,85,7,13,14,49,70,50,73,5,99,24
primary,48,Red,Mack,WR,84,,86,81,15,60,11,77,37,85,8,83,15,57,16,16,87,40,40,60,12,12,15,49,73,50,70,5,98,47
primary,49,Max,McGee,WR,80,,83,86,15,44,9,81,37,68,6,77,14,45,16,16,75,19,28,74,11,14,13,49,49,50,70,5,96,45
primary,50,Claudis,James,WR,86,,86,80,47,39,11,69,10,74,39,79,48,58,41,39,79,31,34,60,24,19,16,49,37,1,22,68,81,79
primary,51,Bob,Long,WR,83,,91,85,17,51,11,81,11,78,15,72,14,41,15,16,72,32,28,58,6,9,12,49,60,50,32,5,78,52
primary,52,Carroll,Dale,WR,6,,83,91,12,28,8,74,46,73,35,63,23,19,14,14,65,25,29,64,14,18,13,49,25,50,20,5,72,57
