pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,39,DeWayne,Patmon,SS,28,,80,67,9,64,16,76,51,85,69,12,58,8,10,10,11,23,21,39,14,55,14,49,35,27,27,5,75,46
primary,40,Luke,Petitgout,T,77,,49,68,11,89,15,88,85,55,23,37,34,38,11,14,49,70,71,15,35,31,16,49,56,99,14,5,35,37
primary,41,Mike,Rosenthal,T,78,,38,61,12,75,17,88,63,52,19,44,27,31,11,11,39,66,69,10,27,22,17,49,48,99,8,5,82,47
primary,42,Ian,Allen,T,74,,48,53,12,69,10,91,67,59,18,33,33,42,11,11,34,58,61,17,26,31,14,49,43,99,24,5,65,6
primary,43,Jeremy,Shockey,TE,80,,83,82,10,45,5,73,51,67,14,74,8,60,11,13,81,60,66,59,12,11,11,49,26,99,22,5,69,95
primary,44,Dan,Campbell,TE,89,,69,87,10,37,5,76,69,76,21,63,19,38,11,13,51,44,46,63,8,20,7,49,21,99,22,5,40,46
primary,45,Marcellus,Rivers,TE,83,,66,79,11,44,18,68,33,65,15,39,39,8,10,11,41,58,58,50,31,26,17,49,46,99,33,5,74,21
primary,46,Trey,Junkin,TE,48,,68,61,10,16,8,69,53,58,26,35,19,25,10,10,41,43,47,68,12,22,11,49,19,50,21,5,75,57
primary,47,Amani,Toomer,WR,81,,87,84,15,55,7,70,46,88,14,84,8,40,14,15,86,41,43,85,14,10,12,49,71,50,70,5,89,73
primary,48,Daryl,Jones,WR,87,,88,91,15,59,10,66,53,73,38,45,33,28,13,15,55,33,29,66,18,16,15,49,35,48,17,5,75,42
primary,49,Tony,Simmons,WR,82,,79,75,15,51,5,35,53,73,12,80,12,40,16,16,82,32,34,90,6,7,10,49,56,32,90,5,75,68
primary,50,Ron,Dixon,WR,86,,84,76,17,66,13,67,53,73,13,51,15,40,14,15,51,45,40,65,15,10,16,49,42,34,17,5,75,42
primary,51,Jonathan,Carter,WR,85,,84,88,13,53,14,71,53,73,33,30,31,32,13,12,60,34,25,64,19,16,14,49,33,43,8,5,75,14
primary,52,Derek,Dorris,WR,85,,86,77,15,30,5,68,53,73,6,57,4,31,14,14,55,41,35,67,4,9,10,49,49,30,52,5,75,68
