pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,19,Dick,Daniels,FS,31,,89,95,11,66,20,86,45,85,65,8,54,6,11,11,34,34,35,34,44,50,21,49,36,1,37,5,23,42
primary,20,Leon,Donohue,G,73,,50,66,12,92,23,94,61,55,13,43,28,16,10,11,50,98,93,8,28,27,21,49,80,99,87,5,94,42
primary,21,Blaine,Nye,G,68,,51,64,12,75,22,93,67,44,14,32,29,12,10,11,26,84,80,8,27,26,21,49,81,99,83,5,80,49
primary,22,John,Niland,G,76,,49,64,12,94,28,96,77,52,19,33,34,24,10,10,31,73,70,11,34,28,25,49,74,99,60,5,56,24
primary,23,John,Wilbur,G,78,,52,57,12,69,18,96,77,45,14,37,29,32,14,11,34,65,76,10,27,24,13,49,42,99,44,5,30,46
primary,24,Dan,Reeves,HB,36,,84,80,23,99,16,91,51,93,12,58,12,73,22,23,56,33,33,99,13,12,19,49,72,50,62,5,70,70
primary,25,Walt,Garrison,HB,42,,89,68,28,72,11,92,67,84,30,47,22,77,27,28,53,44,27,60,16,20,13,49,39,99,38,5,54,70
primary,26,Craig,Baynham,HB,30,,91,76,15,67,16,68,73,85,11,53,6,61,13,13,62,39,20,72,10,14,15,49,36,50,40,24,41,24
primary,27,Perry Lee,Dunn,HB,33,,86,63,14,72,17,90,55,76,33,43,36,57,14,14,36,28,31,62,30,27,16,49,43,1,22,5,51,41
primary,28,Chuck,Howley,ILB,55,,75,76,10,64,6,89,57,82,72,15,92,22,11,11,18,27,20,24,63,89,5,49,89,99,63,5,95,76
primary,29,Jackie,Burkett,ILB,60,,72,75,10,72,10,88,65,70,76,18,62,25,11,10,16,29,22,18,50,63,9,49,32,99,28,5,24,72
primary,30,Harold,Hays,ILB,53,,76,66,10,90,16,77,67,69,53,43,64,42,11,10,34,38,37,24,39,60,16,49,36,99,23,5,39,51
primary,31,Danny,Villanueva,K,86,,37,43,11,39,83,88,30,40,16,17,40,16,11,12,19,27,20,36,12,12,72,99,15,50,53,5,41,20
primary,32,Mike,Clark,K,14,,39,44,10,30,84,84,30,42,17,23,25,15,11,12,6,12,8,26,11,12,70,99,17,50,47,5,28,37
primary,33,Dave,Edwards,OLB,54,,80,86,10,99,11,99,90,70,85,20,99,28,11,10,26,27,21,26,95,89,11,49,99,27,90,5,99,99
primary,34,Jerry,Tubbs,OLB,57,,74,72,10,85,14,84,71,67,76,18,86,31,11,11,23,34,26,34,72,78,13,49,87,99,69,5,77,77
primary,35,Lee Roy,Jordan,OLB,59,,65,76,10,77,6,82,47,76,56,21,76,33,10,11,14,24,16,25,62,61,5,49,33,99,26,5,44,48
primary,36,Harold,Deters,P,19,,45,46,20,48,94,95,35,37,23,27,41,18,23,24,15,20,16,16,22,12,89,1,32,50,90,5,92,23
primary,37,Don,Meredith,QB,12,,67,72,96,50,11,74,45,64,31,24,29,22,86,86,18,32,26,14,22,22,14,49,99,50,96,56,93,73
primary,38,Craig,Morton,QB,14,,65,73,88,50,11,89,39,59,29,28,29,22,76,84,40,34,29,11,22,22,14,49,76,50,81,45,86,24
primary,39,Jerry,Rhome,QB,7,,81,91,92,28,23,45,18,73,14,29,29,51,65,60,28,13,10,28,11,5,21,49,75,50,55,67,33,24
primary,40,Mel,Renfro,SS,46,,88,77,10,72,14,39,59,70,85,40,80,10,11,11,17,26,20,49,55,76,17,49,75,1,69,5,92,80
primary,41,Jim,Boeke,T,65,,28,58,11,94,21,94,69,44,16,32,36,23,10,10,32,95,90,12,34,28,19,49,75,99,69,5,85,24
primary,42,Bill,Sandeman,T,79,,44,48,11,83,19,95,69,41,15,31,36,19,10,11,26,95,99,13,30,28,18,49,88,99,85,5,95,48
primary,43,Ralph,Neely,T,77,,28,36,11,70,14,98,65,45,8,27,20,15,10,10,1,74,76,1,19,27,14,49,34,99,44,5,77,44
primary,44,Rayfield,Wright,T,70,,62,54,12,80,20,89,67,54,16,29,29,23,11,11,26,68,62,17,30,30,19,49,93,99,77,5,82,38
primary,45,Frank,Clarke,TE,89,,83,82,10,45,5,60,51,67,14,94,8,89,11,13,88,75,77,59,12,11,11,49,26,99,46,5,68,95
primary,46,Pettis,Norman,TE,82,,74,80,11,44,18,83,55,73,15,35,39,24,10,11,35,77,72,50,31,26,17,49,46,99,29,5,32,21
primary,47,Mike,Ditka,TE,84,,58,62,10,30,4,78,69,56,21,53,16,43,11,13,54,51,52,66,9,20,6,49,24,99,20,5,31,52
primary,48,Pete,Gent,WR,27,,90,72,15,37,5,80,45,70,6,90,12,63,14,14,89,43,41,83,6,8,9,49,15,50,61,5,97,42
primary,49,Buddy,Dial,WR,10,,93,86,13,28,7,82,47,99,15,85,11,66,14,14,80,27,34,76,5,10,12,49,68,50,54,5,92,42
primary,50,Bob,Hayes,WR,38,,96,83,15,72,16,47,32,82,6,86,14,41,16,17,87,46,47,80,10,7,15,49,55,50,38,5,89,80
primary,51,Sims,Stokes,WR,26,,98,88,17,59,14,74,45,92,6,84,7,71,15,16,81,21,23,67,12,14,15,49,38,50,33,5,52,81
primary,52,Lance,Rentzel,WR,3,,89,92,15,69,14,73,33,79,11,79,9,36,16,16,79,41,41,76,8,9,19,49,46,50,41,5,74,24
