pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,42,Larry,Marshall,SS,41,,89,95,11,88,19,81,51,82,61,8,51,6,11,11,3,29,29,34,63,47,19,49,52,1,31,5,35,24
primary,43,Jim,Tyrer,T,77,,28,58,11,94,21,94,69,44,16,32,36,23,10,10,32,96,91,12,34,28,19,49,75,99,69,5,85,24
primary,44,Dave,Hill,T,73,Auburn,43,52,11,72,7,90,62,67,23,27,28,34,11,16,32,80,83,21,15,22,11,49,46,99,58,5,75,24
primary,45,E.J.,Holub,T,62,,43,64,11,73,8,99,67,62,21,26,27,39,11,16,36,67,68,17,15,22,14,49,45,99,46,5,65,24
primary,46,Morris,Stroud,TE,88,,68,82,10,65,14,57,63,70,8,58,14,42,11,11,70,80,85,76,7,15,16,49,35,99,64,5,29,24
primary,47,Billy,Cannon,TE,88,,74,80,11,44,18,83,55,73,15,35,39,24,10,11,35,77,72,50,31,26,17,49,46,99,29,5,32,21
primary,48,Willie,Frazier,TE,83,,76,78,10,30,4,81,67,67,14,36,13,31,11,11,27,64,67,58,11,24,7,49,23,99,24,5,24,23
primary,49,Elmo,Wright,WR,17,Houston,90,72,15,37,5,80,45,70,6,90,12,63,14,14,89,43,41,83,6,8,9,49,15,50,61,5,97,42
primary,50,Otis,Taylor,WR,89,,81,90,15,76,12,75,40,65,13,78,14,73,16,16,83,36,38,49,13,11,17,49,75,50,66,5,99,24
primary,51,Dennis,Homan,WR,21,Alabama,96,83,15,72,16,47,32,82,6,86,14,41,16,17,87,46,47,80,10,7,15,49,55,50,38,5,89,80
primary,52,Bruce,Jankowski,WR,41,,85,74,13,55,14,62,34,81,33,56,32,35,13,12,56,33,29,58,20,16,15,49,34,50,31,5,80,14
