pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,27,Dave,Ogas,OLB,44,,80,80,10,71,4,86,63,79,77,15,85,31,11,11,12,15,11,12,80,86,5,49,26,99,55,5,67,62
primary,28,Gus,Otto,OLB,48,,76,81,10,98,13,78,69,59,76,17,83,31,11,11,18,30,24,39,76,78,11,49,75,99,78,5,65,89
primary,29,Chip,Oliver,OLB,86,,82,82,10,80,8,77,63,76,59,20,75,34,11,11,13,22,16,12,60,73,10,49,34,99,35,5,43,62
primary,30,Duane,Benson,OLB,57,,79,74,10,81,13,88,75,67,74,20,66,26,11,10,15,36,29,26,52,58,13,49,34,99,24,5,3,74
primary,31,Mike,Eischeid,P,18,,35,44,19,49,91,84,34,42,19,23,34,17,20,25,21,23,19,34,18,8,80,1,49,50,75,5,57,23
primary,32,Daryle,Lamonica,QB,3,,81,72,92,49,17,54,49,72,41,29,44,70,83,83,32,28,32,34,20,43,20,49,88,50,98,96,74,24
primary,33,Cotton,Davidson,QB,13,,70,70,82,41,7,30,39,52,29,23,28,10,89,85,16,28,25,25,18,19,12,49,90,50,80,40,70,72
primary,34,George,Blanda,QB,10,,69,74,62,18,25,72,35,75,21,27,26,57,66,66,16,9,13,28,11,9,22,49,54,50,68,66,45,24
primary,35,Howie,Williams,SS,29,,88,67,10,93,12,88,51,67,93,35,97,9,11,10,43,18,18,49,66,96,16,49,94,1,60,5,93,82
primary,36,Warren,Powers,SS,34,,91,79,9,65,16,76,53,87,69,30,76,8,11,11,28,20,28,47,43,69,19,49,53,1,46,5,54,24
primary,37,Rodger,Bird,SS,37,,88,88,9,83,19,86,59,87,65,11,65,8,11,10,38,25,25,37,35,50,21,49,37,1,43,5,64,70
primary,38,Bob,Svihus,T,73,,44,48,11,83,19,95,69,41,15,31,36,19,10,11,26,94,98,13,30,28,18,49,88,99,85,5,95,48
primary,39,Art,Shell,T,70,,55,62,11,89,17,95,81,59,13,29,34,15,10,10,26,90,94,12,28,28,17,49,92,99,69,5,65,60
primary,40,Harry,Schuh,T,67,,53,45,14,72,16,97,81,50,27,33,23,35,11,11,32,73,83,16,20,30,13,49,48,99,40,5,16,46
primary,41,Gene,Upshaw,T,71,,51,45,10,66,20,76,61,52,16,40,37,12,9,10,34,70,52,2,34,24,20,49,49,99,34,5,43,14
primary,42,Billy,Cannon,TE,36,,83,82,10,45,5,60,51,67,14,94,8,89,11,13,88,75,77,59,12,11,11,49,26,99,46,5,68,95
primary,43,Dave,Kocourek,TE,81,,65,68,22,67,14,72,47,55,12,82,7,49,21,22,85,71,74,59,14,12,17,49,84,99,71,5,97,24
primary,44,Ken,Herock,TE,80,,81,82,10,30,4,93,55,82,21,75,16,74,11,13,76,59,65,69,9,20,6,49,24,99,37,5,56,60
primary,45,Lloyd,Edwards,TE,41,,72,65,10,34,4,63,46,67,25,68,22,48,10,10,68,70,68,66,8,20,8,49,10,99,29,5,69,74
primary,46,Fred,Biletnikoff,WR,89,,87,75,15,72,13,85,42,79,6,90,13,66,16,16,97,45,41,90,13,12,17,49,74,50,65,5,99,81
primary,47,John,Eason,WR,24,,81,83,15,99,14,90,76,89,6,96,15,89,16,16,94,53,53,90,11,5,18,49,90,38,89,5,99,99
primary,48,Bill,Miller,WR,87,,86,81,15,60,11,77,37,85,8,83,15,57,16,16,87,40,40,60,12,12,15,49,73,50,70,5,98,47
primary,49,Eldridge,Dickey,WR,16,,89,92,15,69,14,73,33,79,11,79,9,36,16,16,79,41,41,76,8,9,19,49,46,50,41,5,74,24
primary,50,Warren,Wells,WR,88,,93,79,13,42,7,85,16,80,7,69,7,31,16,15,61,28,22,71,10,11,11,49,36,1,39,5,69,52
primary,51,John,Roderick,WR,84,,80,72,13,34,9,66,16,53,10,60,10,42,14,14,62,42,43,67,10,10,14,49,27,50,20,5,84,59
primary,52,Rod,Sherman,WR,82,,91,76,17,53,12,61,15,86,12,55,9,38,15,16,60,39,35,67,10,5,13,49,35,50,27,5,63,49
