pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,12,Neil,Smith,DE,90,,60,58,10,58,15,94,79,61,20,18,63,34,11,11,22,22,26,20,62,64,17,49,28,99,44,5,47,24
primary,13,Trevor,Pryce,DT,93,,60,59,11,69,21,87,67,47,18,18,89,28,11,11,22,27,22,12,76,88,20,49,69,99,64,5,76,73
primary,14,Keith,Traylor,DT,94,,68,72,11,85,28,77,65,55,28,27,82,33,10,11,34,39,34,12,62,79,28,49,67,99,73,5,66,70
primary,15,Mike,Lodish,DT,97,,58,75,10,60,15,80,77,58,20,19,75,34,11,11,23,23,27,20,80,76,19,49,29,99,32,5,35,76
primary,16,Maa,Tanuvasa,DT,98,,56,64,11,55,22,74,77,55,37,16,70,28,10,11,22,30,26,16,60,77,19,49,52,99,52,5,50,98
primary,17,Howard,Griffith,FB,29,,77,83,18,92,22,91,67,67,6,65,5,91,14,16,76,67,65,65,10,14,21,49,74,99,68,5,66,66
primary,18,Detron,Smith,FB,42,,81,72,16,51,14,83,81,59,38,31,50,44,14,14,50,56,55,84,38,39,16,49,21,99,36,5,41,50
primary,19,Darrius,Johnson,FS,25,,84,85,10,93,20,87,41,70,77,13,80,9,11,10,26,22,24,40,44,72,23,49,50,1,58,5,63,68
primary,20,Steve,Atwater,FS,27,,87,76,11,60,17,85,53,81,66,7,45,5,11,11,21,23,23,32,38,46,15,49,31,1,28,5,18,55
primary,21,Dan,Neil,G,62,,52,67,14,93,27,95,69,55,17,34,29,26,11,10,23,93,81,8,31,30,25,49,45,99,66,5,74,45
primary,22,Mark,Schlereth,G,69,,58,51,12,75,14,95,67,62,24,41,30,43,11,11,38,86,78,14,27,26,16,49,51,99,59,5,49,43
primary,23,Brian,Habib,G,75,,39,66,12,90,25,97,69,55,16,33,34,19,10,11,24,76,64,9,30,28,23,49,67,99,48,5,65,43
primary,24,Terrell,Davis,HB,30,,84,80,15,99,11,99,51,73,14,45,14,93,16,18,45,35,47,94,15,13,14,49,64,99,92,5,99,69
primary,25,Vaughn,Hebron,HB,22,,83,66,15,87,11,60,51,73,14,45,14,79,16,18,45,35,47,86,15,13,14,49,64,99,52,5,70,69
primary,26,Derek,Loville,HB,31,,80,70,14,58,13,84,59,72,6,60,11,80,13,14,57,45,39,94,6,8,11,49,39,99,43,5,40,64
primary,27,Anthony,Lynn,HB,37,,88,79,17,65,16,72,47,76,13,48,8,75,14,14,49,49,35,90,6,13,19,49,38,99,40,24,41,41
primary,28,Allen,Aldridge,ILB,57,,77,76,10,79,11,87,65,68,74,21,82,25,11,10,19,30,23,16,71,76,11,49,28,99,44,5,65,74
primary,29,Jon,Hesse,ILB,50,,83,86,10,62,4,63,73,85,64,17,67,28,11,11,13,12,8,10,66,72,4,49,30,99,43,5,1,24
primary,30,Keith,Burns,ILB,56,,65,86,10,66,10,81,45,58,72,19,64,25,11,10,18,30,24,24,49,57,11,49,38,99,30,5,41,81
primary,31,Jason,Elam,K,1,,59,46,11,41,95,83,36,45,19,23,27,17,11,13,17,24,19,33,16,12,88,99,34,50,78,5,79,39
primary,32,Bill,Romanowski,OLB,53,,76,81,10,98,13,78,69,59,76,17,83,31,11,11,18,30,24,39,76,78,11,49,75,99,78,5,65,89
primary,33,John,Mobley,OLB,51,,82,71,10,97,10,85,53,72,72,19,86,28,11,10,21,25,20,26,54,84,11,49,65,99,52,5,90,82
primary,34,Glenn,Cadrez,OLB,59,,82,80,10,87,13,84,59,73,73,23,76,35,11,11,20,23,21,12,76,75,11,49,42,99,52,5,72,46
primary,35,Tom,Rouen,P,16,,43,43,21,45,89,83,32,39,19,19,34,17,23,25,17,20,16,30,16,12,74,1,32,50,84,5,19,24
primary,36,John,Elway,QB,7,,81,82,81,44,12,81,39,64,36,24,33,24,91,91,21,26,28,29,23,20,16,49,95,50,96,82,90,24
primary,37,Jeff,Lewis,QB,8,,65,73,88,50,11,89,39,59,29,28,29,22,76,84,40,34,29,11,22,22,14,49,76,50,81,45,86,24
primary,38,Bubby,Brister,QB,6,,52,73,78,38,9,54,42,53,30,24,30,13,81,71,21,28,27,32,20,19,14,49,69,50,73,75,66,24
primary,39,Tyrone,Braxton,SS,34,,83,85,9,60,12,80,39,67,80,25,83,8,11,11,19,19,17,46,40,88,16,49,71,1,67,5,91,46
primary,40,Tim,McKyer,SS,26,,87,88,9,91,20,79,43,90,76,13,69,9,11,10,17,27,25,40,41,70,23,49,40,1,43,5,60,70
primary,41,Gary,Zimmerman,T,65,,53,66,11,87,18,95,65,55,15,33,30,16,10,10,23,89,85,9,30,27,17,49,77,99,74,5,95,41
primary,42,Matt,Lepsis,T,78,,67,65,11,83,19,98,65,58,16,33,30,22,11,10,23,89,82,7,30,28,19,49,46,99,62,5,85,43
primary,43,Jamie,Brown,T,70,,44,67,12,75,14,97,71,55,24,41,30,43,11,11,38,74,82,14,27,26,16,49,51,99,52,5,71,41
primary,44,Shannon,Sharpe,TE,84,,78,79,11,99,17,99,53,73,14,95,14,80,12,12,92,63,69,78,15,7,19,49,77,99,89,5,99,99
primary,45,Dwayne,Carswell,TE,89,,57,73,10,25,13,89,33,59,10,73,13,46,11,10,69,84,80,69,10,8,15,49,30,99,53,5,74,57
primary,46,Byron,Chamberlain,TE,86,,77,80,10,45,11,76,47,68,6,74,6,63,11,10,76,66,69,66,6,13,14,49,61,99,49,5,65,60
primary,47,Rod,Smith,WR,80,,80,78,15,77,14,73,45,81,14,92,15,69,16,16,91,51,51,61,11,8,19,49,80,50,71,5,99,51
primary,48,David,Gamble,WR,82,,79,79,15,60,11,53,56,67,13,86,13,74,16,16,90,54,54,61,12,8,16,49,83,50,89,5,80,21
primary,49,Willie,Green,WR,85,,95,88,17,59,14,95,37,85,6,82,7,46,15,16,83,34,23,67,12,14,15,49,38,50,35,5,73,81
primary,50,Sir Mawn,Wilson,WR,88,,86,80,47,39,11,69,10,74,39,79,48,58,41,39,79,31,34,60,24,19,16,49,37,1,22,68,81,79
primary,51,Ed,McCaffrey,WR,87,,85,90,13,41,11,68,29,99,28,69,19,39,11,11,65,23,17,58,19,22,9,49,27,50,35,5,85,46
primary,52,Patrick,Jeffers,WR,81,,89,92,15,69,14,73,33,79,11,79,9,36,16,16,79,41,41,76,8,9,19,49,46,50,41,5,74,24
