pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,24,Barron,Wortham,ILB,52,,79,69,10,97,13,54,63,70,74,20,86,29,11,10,23,31,25,30,76,88,13,49,86,99,53,5,89,75
primary,25,Terry,Killens,ILB,50,,72,69,10,94,14,89,55,65,76,22,83,30,11,10,26,34,27,30,73,77,14,49,69,99,54,5,72,63
primary,26,Phil,Glover,ILB,54,,74,70,10,83,10,79,51,72,70,18,77,25,11,10,16,30,26,24,59,78,10,49,29,99,25,5,64,57
primary,27,Doug,Colman,ILB,59,,62,72,10,71,13,76,67,56,72,24,79,26,10,11,16,33,29,24,56,76,13,49,59,99,25,5,68,62
primary,28,Al,Del Greco,K,3,,37,45,11,37,83,98,30,43,16,16,25,15,11,12,20,25,20,36,12,12,83,99,32,50,88,5,60,24
primary,29,Eddie,Robinson,OLB,55,,86,85,10,84,9,85,75,82,69,23,88,35,11,11,18,29,21,26,74,90,11,49,43,99,61,5,67,51
primary,30,Joe,Bowden,OLB,58,,67,78,10,90,13,88,59,72,78,26,76,35,11,11,20,60,30,20,68,82,13,49,47,99,48,5,70,50
primary,31,Greg,Favors,OLB,51,,68,77,10,84,11,87,49,64,74,22,78,26,11,10,19,29,24,16,58,76,13,49,30,99,20,5,74,92
primary,32,Craig,Hentrich,P,15,,45,40,25,37,75,96,31,35,11,13,20,13,22,25,1,8,5,30,5,11,89,1,1,50,68,5,88,24
primary,33,Steve,McNair,QB,9,,80,80,90,40,11,44,47,76,30,19,26,57,84,85,7,23,20,28,16,19,14,49,96,50,92,89,68,24
primary,34,Neil,O'Donnell,QB,14,,63,70,71,37,8,80,38,53,30,22,30,17,73,81,16,31,28,28,19,20,12,49,74,50,70,40,74,24
primary,35,Kevin,Daft,QB,13,,78,71,72,25,7,89,35,61,14,18,19,35,68,72,4,3,7,28,20,27,9,49,70,50,70,75,33,24
primary,36,George,McCullough,SS,38,,88,81,10,91,14,46,51,75,82,35,83,9,11,10,23,19,20,49,53,85,19,49,49,1,61,5,95,65
primary,37,Perry,Phenix,SS,35,,85,95,11,75,19,81,51,67,65,8,65,6,11,11,35,34,39,34,49,65,21,49,36,1,34,5,36,42
primary,38,Steve,Jackson,SS,24,,84,73,12,79,17,64,39,73,62,10,48,38,12,11,28,36,33,50,46,47,20,49,35,1,23,5,32,45
primary,39,Jon,Runyan,T,69,,43,56,11,86,19,94,69,41,15,29,29,20,10,10,26,93,90,13,30,28,18,49,80,99,69,5,76,49
primary,40,Brad,Hopkins,T,72,,49,67,12,89,20,81,63,70,16,34,30,23,11,11,21,80,91,9,31,30,19,49,52,99,74,5,95,46
primary,41,Bruce,Matthews,T,74,,48,63,11,87,16,86,77,73,13,28,24,16,10,11,21,72,72,11,26,27,15,49,50,99,51,5,38,14
primary,42,Jason,Mathews,T,76,,56,70,11,58,18,71,59,48,15,32,30,16,10,10,24,63,53,9,28,27,17,49,48,99,32,5,14,46
primary,43,Frank,Wycheck,TE,89,,65,68,22,67,14,72,47,55,12,82,7,49,21,22,85,71,74,59,14,12,17,49,84,99,71,5,97,24
primary,44,Jackie,Harris,TE,88,,68,82,10,65,14,57,63,70,8,58,14,42,11,11,70,80,85,76,7,15,16,49,35,99,64,5,29,24
primary,45,Larry,Brown,TE,84,,64,71,10,46,8,76,55,67,9,52,12,32,11,12,77,73,75,65,14,14,11,49,31,99,37,5,29,23
primary,46,Michael,Roan,TE,80,,76,76,10,86,16,69,55,76,7,58,11,47,11,13,54,70,68,75,5,6,11,49,38,99,36,5,37,40
primary,47,Kevin,Dyson,WR,87,,91,86,15,41,7,5,48,79,5,81,7,55,14,14,76,39,39,59,12,15,11,49,19,50,53,5,94,56
primary,48,Derrick,Mason,WR,85,,85,70,13,58,16,52,50,64,20,89,12,80,14,14,90,44,46,61,12,7,20,49,39,50,58,5,99,56
primary,49,Yancey,Thigpen,WR,82,,88,84,20,59,9,79,39,88,5,86,7,61,20,21,86,22,31,60,12,14,13,49,49,50,60,5,96,62
primary,50,Chris,Sanders,WR,81,,85,83,17,49,9,80,58,72,9,79,9,44,14,16,78,31,22,76,9,10,10,49,31,50,54,5,99,44
primary,51,Joey,Kent,WR,86,,88,65,15,42,10,99,37,81,28,78,24,49,13,13,74,42,33,65,9,14,12,49,28,50,45,5,84,17
primary,52,Isaac,Byrd,WR,83,,85,91,13,34,9,64,40,92,38,76,29,33,14,14,79,44,39,65,20,16,14,49,24,50,20,5,82,52
