pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,31,Mike,Johnson,OLB,52,,67,78,10,90,13,88,59,72,78,26,76,35,11,11,20,60,30,20,68,82,13,49,47,99,48,5,70,50
primary,32,Chip,Banks,OLB,10,,79,79,10,77,6,83,65,81,56,19,66,33,11,11,13,22,17,22,61,69,4,49,33,99,24,5,22,66
primary,33,Anthony,Griggs,OLB,50,,79,78,10,76,7,82,59,73,75,15,63,24,11,11,14,22,18,30,65,61,7,49,44,99,26,5,61,76
primary,34,Jeff,Gossett,P,7,,45,46,22,43,82,45,36,38,23,23,34,17,22,27,19,19,14,32,19,12,83,1,70,50,88,5,82,23
primary,35,Bernie,Kosar,QB,11,,70,70,82,41,7,30,39,52,29,23,28,10,89,85,16,28,25,25,18,19,12,49,90,50,80,40,70,72
primary,36,Mike,Pagel,QB,19,,69,82,75,37,12,70,31,52,33,26,27,33,71,75,7,11,19,33,20,19,15,49,88,50,88,83,55,24
primary,37,Paul,McDonald,QB,1,,81,91,92,28,23,45,18,73,14,29,29,51,65,60,28,13,10,28,11,5,21,49,75,50,55,67,33,24
primary,38,Chris,Rockins,SS,32,,84,84,10,91,16,47,61,68,72,30,79,8,11,11,14,22,18,47,55,77,19,49,77,1,59,5,93,79
primary,39,Paul,Farren,T,72,,43,55,11,87,17,99,67,52,11,29,29,15,10,10,26,88,90,10,28,28,16,49,80,99,65,5,79,50
primary,40,Bob,Gruber,T,66,,43,56,11,86,19,94,69,41,15,29,29,20,10,10,26,94,93,13,30,28,18,49,80,99,69,5,76,49
primary,41,Cody,Risien,T,67,,48,63,11,87,16,86,77,73,13,28,24,16,10,11,21,72,72,11,26,27,15,49,50,99,51,5,38,14
primary,42,Rickey,Bolden,T,76,,55,50,12,80,10,70,65,39,9,41,32,43,13,11,30,56,69,22,30,32,13,49,44,99,31,5,8,8
primary,43,Ozzie,Newsome,TE,87,,77,88,24,79,14,86,45,68,10,96,14,90,26,24,92,82,83,78,15,8,18,49,81,99,66,5,77,76
primary,44,Harry,Holt,TE,88,,64,71,10,46,8,76,55,67,9,52,12,32,11,12,77,73,75,65,14,14,11,49,31,99,37,5,29,23
primary,45,Travis,Tucker,TE,82,,67,56,10,10,7,88,58,56,29,38,31,34,11,10,45,47,50,72,12,22,11,49,22,99,38,5,50,23
primary,46,Brian,Brennan,WR,81,,85,85,15,60,19,82,45,88,14,75,10,59,14,14,79,55,61,60,8,12,22,49,42,50,48,5,94,80
primary,47,Webster,Slaughter,WR,85,,93,86,13,28,7,82,47,99,15,85,11,66,14,14,80,27,34,76,5,10,12,49,68,50,54,5,92,42
primary,48,Clarence,Weathers,WR,83,,98,88,17,59,14,74,45,92,6,84,7,71,15,16,81,21,23,67,12,14,15,49,38,50,33,5,52,81
primary,49,Terry,Greer,WR,84,,95,88,17,59,14,95,37,85,6,82,7,46,15,16,83,34,23,67,12,14,15,49,38,50,35,5,73,81
primary,50,Reggie,Langhorne,WR,89,,90,88,22,59,14,86,29,87,6,57,7,25,25,24,70,45,39,67,12,14,15,49,38,50,34,5,90,52
primary,51,Gerald,McNeil,WR,80,,89,92,15,69,14,73,33,79,11,79,9,36,16,16,79,41,41,76,8,9,19,49,46,50,41,5,74,24
primary,52,Willis,Adams,WR,86,,85,74,13,55,14,62,34,81,33,56,32,35,13,12,56,33,29,58,20,16,15,49,34,50,31,5,80,14
